Date,Date Processed,Description,Amount,Foreign Spend Amount,Commission,Exchange Rate,Additional Information,Merchant,Address,City / Province,Postal Code,Country,Reference
03 Feb 2026,04 Feb 2026,BELL CANADA (OB)        MONTREAL,197.69,,,,,BELL CANADA (OB)        MONTREAL,"600 RUE JEAN TALON
EAST 9057","MONTREAL
QC",H2R 3A8,CANADA,'AT260350006000010635520'
03 Feb 2026,03 Feb 2026,CAMBRIDGE GROUP OF CL   416-363-9454,264.40,,,,,CAMBRIDGE GROUP OF CL   416-363-9454,"100 RICHMOND ST WEST
SUITE 401","TORONTO
ON",M5H 3K6,CANADA,'AT260340006000010615569'
03 Feb 2026,04 Feb 2026,THE HOME DEPOT #7138    BRANTFORD,7.48,,,,,THE HOME DEPOT #7138    BRANTFORD,25 HOLIDAY DR,"BRANTFORD
ON",N3R 7J4,CANADA,'AT260350006000010626441'
02 Feb 2026,02 Feb 2026,INFLUXDATA              SAN FRANCISCO,1063.68,765.35 USD,,1.3898,,INFLUXDATA              SAN FRANCISCO,548 MARKET ST,"SAN FRANCISCO
CA",94104,UNITED STATES,'AT260330006000010666848'
02 Feb 2026,04 Feb 2026,SHOPPERS DRUG MART #115 SIMCOE,2.79,,,,,SHOPPERS DRUG MART #115 SIMCOE,"470 NORFOLK ST
NORTH","SIMCOE
ON",N3Y 3P7,CANADA,'AT260350006000010593941'
01 Feb 2026,01 Feb 2026,GOOGLE *CLOUD KH7ZD3    G.CO/HELPPAY#,478.42,,,,,GOOGLE *CLOUD KH7ZD3    G.CO/HELPPAY#,"1959 UPPER WATER ST
SUITE 900",NOVA SCOTIA,B3J 3N2,CANADA,'AT260320006000010755556'
01 Feb 2026,02 Feb 2026,Montfort Mediterranean  BURLINGTON,31.51,,,,,Montfort Mediterranean  BURLINGTON,796 BRANT ST,"BURLINGTON
ON",L7L 5Y6,CANADA,'AT260330006000010668023'
01 Feb 2026,02 Feb 2026,REXALL PHARMACY #0083 M MISSISSAUGA,187.15,,,,,REXALL PHARMACY #0083 M MISSISSAUGA,"UNIT 1
1375 SOUTHDOWN ROAD","MISSISSAUGA
ON",L5J 2Z1,CANADA,'AT260330006000010672719'
01 Feb 2026,02 Feb 2026,THE HOME DEPOT #7007    ANCASTER,4.05,,,,,THE HOME DEPOT #7007    ANCASTER,122 MARTINDALE CRES,"ANCASTER
ON",L9K 1J9,CANADA,'AT260330006000010692946'
01 Feb 2026,01 Feb 2026,WHOOP                   BOSTON,349.00,,,,,WHOOP                   BOSTON,"1 KENMORE SQ
SUITE 601","BOSTON
MA",02215,UNITED STATES,'AT260320006000010753274'
31 Jan 2026,01 Feb 2026,RABBA FINE FOODS #171   TORONTO,32.44,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT260320006000010765448'
30 Jan 2026,31 Jan 2026,THE INFORMATION         SAN FRANCISCO,62.52,44.99 USD,,1.38964,,THE INFORMATION         SAN FRANCISCO,"1 POST ST
SUITE 1050","SAN FRANCISCO
CA",94104,UNITED STATES,'AT260310006000010693038'
29 Jan 2026,30 Jan 2026,GOOGLE *HEADSPACE SLEE  G.CO/HELPPAY#,101.69,,,,,GOOGLE *HEADSPACE SLEE  G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT260300006000010653432'
28 Jan 2026,01 Feb 2026,CT SHAWARMA BRANTFORD   BRANTFORD,1.70,,,,,CT SHAWARMA BRANTFORD   BRANTFORD,603 COLBORNE ST,"BRANTFORD
ON",N3S 7S8,CANADA,'AT260320006000010743079'
28 Jan 2026,01 Feb 2026,CT SHAWARMA BRANTFORD   BRANTFORD,17.50,,,,,CT SHAWARMA BRANTFORD   BRANTFORD,603 COLBORNE ST,"BRANTFORD
ON",N3S 7S8,CANADA,'AT260320006000010743080'
28 Jan 2026,28 Jan 2026,PAYMENT RECEIVED - THANK YOU,-1574.57,,,,,PAYMENT RECEIVED - THANK YOU,,,,,'10000000010127999831470'
28 Jan 2026,29 Jan 2026,THE HOME DEPOT #7138    BRANTFORD,251.45,,,,,THE HOME DEPOT #7138    BRANTFORD,25 HOLIDAY DR,"BRANTFORD
ON",N3R 7J4,CANADA,'AT260290006000010620051'
26 Jan 2026,27 Jan 2026,SWISS CHALET 1958       SIMCOE,36.49,,,,,SWISS CHALET 1958       SIMCOE,"101 QUEENSWAY
EAST","SIMCOE
ON",N3Y 4M5,CANADA,'AT260270006000010547565'
25 Jan 2026,26 Jan 2026,AUDIBLE CA*0N16W02D3    AMZN.COM/BILL,9.44,,,,,AUDIBLE CA*0N16W02D3    AMZN.COM/BILL,1 WASHINGTON PARK STE 1600,"NEWARK
NJ",07102,UNITED STATES,'AT260260006000010546286'
25 Jan 2026,26 Jan 2026,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68,,,,,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT260260006000010537108'
24 Jan 2026,25 Jan 2026,AMZN MKTP CA*0X4LZ89P3  866-216-1072,257.63,,,,,AMZN MKTP CA*0X4LZ89P3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260250006000010725240'
24 Jan 2026,25 Jan 2026,AMZN MKTP CA*MX6J95A13  866-216-1072,37.28,,,,,AMZN MKTP CA*MX6J95A13  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260250006000010699163'
24 Jan 2026,25 Jan 2026,RONA SIMCOE 33420 RONA  SIMCOE,70.24,,,,,RONA SIMCOE 33420 RONA  SIMCOE,"10 DAVIS ST
EAST","SIMCOE
ON",N3Y 4N5,CANADA,'AT260250006000010694850'
23 Jan 2026,25 Jan 2026,SIMCOE PIZZA HUT SIMCOE SIMCOE,25.98,,,,,SIMCOE PIZZA HUT SIMCOE SIMCOE,"95 QUEENSWAY WEST
UNIT 1","SIMCOE
ON",N3Y 2M8,CANADA,'AT260250006000010695220'
22 Jan 2026,23 Jan 2026,KFC # 1587 KFC # 1587   SIMCOE,10.05,,,,,KFC # 1587 KFC # 1587   SIMCOE,"154 QUEENSWAY
EAST","SIMCOE
ON",N3Y 0A8,CANADA,'AT260230006000010671932'
21 Jan 2026,22 Jan 2026,APPLE.COM/BILL          TORONTO,19.20,,,,,APPLE.COM/BILL          TORONTO,120 BREMNER BLVD,"TORONTO
ON",M5J 0A8,CANADA,'AT260220006000010601245'
21 Jan 2026,22 Jan 2026,RONA SIMCOE 33420 RONA  SIMCOE,56.66,,,,,RONA SIMCOE 33420 RONA  SIMCOE,"10 DAVIS ST
EAST","SIMCOE
ON",N3Y 4N5,CANADA,'AT260220006000010564389'
20 Jan 2026,21 Jan 2026,AMZN MKTP CA*4Q7F39PQ3  866-216-1072,13.55,,,,,AMZN MKTP CA*4Q7F39PQ3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260210006000010621277'
20 Jan 2026,21 Jan 2026,AMZN MKTP CA*AR9ZA0PF3  866-216-1072,336.74,,,,,AMZN MKTP CA*AR9ZA0PF3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260210006000010621585'
20 Jan 2026,21 Jan 2026,AMZN MKTP CA*EZ9ZN87E3  866-216-1072,168.37,,,,,AMZN MKTP CA*EZ9ZN87E3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260210006000010616355'
20 Jan 2026,22 Jan 2026,MCDONALD'S #4384        SIMCOE,7.44,,,,,MCDONALD'S #4384        SIMCOE,"77 QUEENSWAY
EAST","SIMCOE
ON",N3Y 4M5,CANADA,'AT260220006000010582524'
20 Jan 2026,22 Jan 2026,MCDONALD'S #4384        SIMCOE,11.84,,,,,MCDONALD'S #4384        SIMCOE,"77 QUEENSWAY
EAST","SIMCOE
ON",N3Y 4M5,CANADA,'AT260220006000010582523'
20 Jan 2026,22 Jan 2026,SHOPPERS DRUG MART #115 SIMCOE,128.99,,,,,SHOPPERS DRUG MART #115 SIMCOE,"470 NORFOLK ST
NORTH","SIMCOE
ON",N3Y 3P7,CANADA,'AT260220006000010565466'
19 Jan 2026,20 Jan 2026,AMZN MKTP CA*VQ0TB4V33  866-216-1072,336.74,,,,,AMZN MKTP CA*VQ0TB4V33  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260200006000010587267'
19 Jan 2026,19 Jan 2026,APPLE.COM/BILL          TORONTO,4.51,,,,,APPLE.COM/BILL          TORONTO,120 BREMNER BLVD,"TORONTO
ON",M5J 0A8,CANADA,'AT260190006000010632591'
19 Jan 2026,23 Jan 2026,KFC # 1587 KFC # 1587   SIMCOE,12.98,,,,,KFC # 1587 KFC # 1587   SIMCOE,"154 QUEENSWAY
EAST","SIMCOE
ON",N3Y 0A8,CANADA,'AT260230006000010671931'
17 Jan 2026,17 Jan 2026,NETFLIX.COM             844-505-2993,9.03,,,,,NETFLIX.COM             844-505-2993,"1200 WATERFRONT CTR
200 BURRARD ST","VANCOUER
BC",V7X 1T2,CANADA,'AT260170005000010647385'
16 Jan 2026,17 Jan 2026,AMAZON.CA*YC3FS1D83     866-216-1072,54.57,,,,,AMAZON.CA*YC3FS1D83     866-216-1072,"SUITE 2700
1133 MELVILLE STREET","VANCOUVER
BC",V6E 4E5,CANADA,'AT260170005000010635868'
16 Jan 2026,17 Jan 2026,D J*WSJ                 800-568-7625,4.52,,,,,D J*WSJ                 800-568-7625,1211 AVE OF THE AMERICAS FL 7,"NEW YORK
NY",10036,UNITED STATES,'AT260170005000010632490'
16 Jan 2026,17 Jan 2026,SWISS CHALET 1958       SIMCOE,41.03,,,,,SWISS CHALET 1958       SIMCOE,"101 QUEENSWAY
EAST","SIMCOE
ON",N3Y 4M5,CANADA,'AT260170005000010639668'
16 Jan 2026,17 Jan 2026,ULINE                   800-295-5510,1806.98,,,,,ULINE                   800-295-5510,60 HEREFORD ST,"BRAMPTON
ON",L6Y 0N3,CANADA,'AT260170005000010631154'
13 Jan 2026,14 Jan 2026,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,31.64,,,,,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,548 MARKET ST,"SAN FRANCISCO
CA",94107,UNITED STATES,'AT260140006000010615335'
13 Jan 2026,14 Jan 2026,KFC # 1587 KFC # 1587   SIMCOE,10.05,,,,,KFC # 1587 KFC # 1587   SIMCOE,"154 QUEENSWAY
EAST","SIMCOE
ON",N3Y 0A8,CANADA,'AT260140006000010608140'
13 Jan 2026,14 Jan 2026,SECURITY NATIONAL INSU  MONTREAL,193.08,,,,,SECURITY NATIONAL INSU  MONTREAL,"50 PL CREMAZIE
12TH FLOOR","MONTREAL
QC",H2P 1B6,CANADA,'AT260140006000010621236'
12 Jan 2026,12 Jan 2026,AMZN MKTP CA*5C5GR1E93  866-216-1072,18.07,,,,,AMZN MKTP CA*5C5GR1E93  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260120006000010583400'
12 Jan 2026,13 Jan 2026,AMZN MKTP CA*V49F62823  866-216-1072,64.38,,,,,AMZN MKTP CA*V49F62823  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260130006000010603806'
11 Jan 2026,12 Jan 2026,AMZN MKTP CA*U06PN9A93  866-216-1072,64.38,,,,,AMZN MKTP CA*U06PN9A93  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260120006000010584557'
11 Jan 2026,12 Jan 2026,RONA SIMCOE 33420 RONA  SIMCOE,20.10,,,,,RONA SIMCOE 33420 RONA  SIMCOE,"10 DAVIS ST
EAST","SIMCOE
ON",N3Y 4N5,CANADA,'AT260120006000010616412'
10 Jan 2026,10 Jan 2026,"CURSOR, AI POWERED IDE  NEW YORK",28.51,20.00 USD,,1.4255,,"CURSOR, AI POWERED IDE  NEW YORK","2261 MARKET ST
STE 86466","SAN FRANCISCO
CA",94114,UNITED STATES,'AT260100006000010676691'
10 Jan 2026,11 Jan 2026,RONA+ BRANTFORD 82492 R BRANTFORD,42.88,,,,,RONA+ BRANTFORD 82492 R BRANTFORD,215 HENRY ST,"BRANTFORD
ON",N3S 7R4,CANADA,'AT260110006000010713847'
10 Jan 2026,11 Jan 2026,THE HOME DEPOT #7138    BRANTFORD,265.39,,,,,THE HOME DEPOT #7138    BRANTFORD,25 HOLIDAY DR,"BRANTFORD
ON",N3R 7J4,CANADA,'AT260110006000010702407'
09 Jan 2026,10 Jan 2026,AMZN MKTP CA*860KO9AK3  866-216-1072,359.31,,,,,AMZN MKTP CA*860KO9AK3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260100006000010644261'
09 Jan 2026,10 Jan 2026,KFC # 1587 KFC # 1587   SIMCOE,44.80,,,,,KFC # 1587 KFC # 1587   SIMCOE,"154 QUEENSWAY
EAST","SIMCOE
ON",N3Y 0A8,CANADA,'AT260100006000010648568'
09 Jan 2026,10 Jan 2026,SQUARE ONE INSURANCE S  VANCOUVER,16.34,,,,,SQUARE ONE INSURANCE S  VANCOUVER,"650 WEST GEORGIA ST
SUITE 1410","VANCOUVER
BC",V6B 4N8,CANADA,'AT260100006000010663617'
08 Jan 2026,09 Jan 2026,AMZN MKTP CA*G64GD1M73  866-216-1072,119.77,,,,,AMZN MKTP CA*G64GD1M73  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260090006000010615076'
08 Jan 2026,09 Jan 2026,CINEPLEX #7291          BRANTFORD,6.20,,,,,CINEPLEX #7291          BRANTFORD,300 KING GEORGE RD,"BRANTFORD
ON",N3R 5L7,CANADA,'AT260090006000010617759'
08 Jan 2026,08 Jan 2026,CINEPLEX #8030 WEB QP   TORONTO,14.97,,,,,CINEPLEX #8030 WEB QP   TORONTO,1303 YONGE ST,"TORONTO
ON",M4T 2Y9,CANADA,'AT260080005000010587789'
08 Jan 2026,09 Jan 2026,ULINE                   800-295-5510,1807.08,,,,,ULINE                   800-295-5510,60 HEREFORD ST,"BRAMPTON
ON",L6Y 0N3,CANADA,'AT260090006000010631935'
07 Jan 2026,08 Jan 2026,AMZN MKTP CA*6J46F7RP3  866-216-1072,45.19,,,,,AMZN MKTP CA*6J46F7RP3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260080005000010602092'
07 Jan 2026,08 Jan 2026,AMZN MKTP CA*IC41O90F3  866-216-1072,145.76,,,,,AMZN MKTP CA*IC41O90F3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260080005000010614276'
