Date,Date Processed,Description,Amount,Foreign Spend Amount,Commission,Exchange Rate,Additional Information,Merchant,Address,City / Province,Postal Code,Country,Reference
28 Jan 2025,29 Jan 2025,AMZN MKTP CA*Z77B99GK2  WWW.AMAZON.CA,18.07,,,,,AMZN MKTP CA*Z77B99GK2  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT250290006000010482068'
28 Jan 2025,29 Jan 2025,AMZN MKTP CA*ZC1O71CO1  WWW.AMAZON.CA,22.59,,,,,AMZN MKTP CA*ZC1O71CO1  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT250290006000010448354'
28 Jan 2025,29 Jan 2025,CHIPOTLE 1468           TORONTO,17.65,,,,,CHIPOTLE 1468           TORONTO,"2323 YONGE ST
UNIT 100","TORONTO
ON",M4P 2C9,CANADA,'AT250290006000010449665'
28 Jan 2025,30 Jan 2025,RIOCAN YEC              NORTH YORK,24.00,,,,,RIOCAN YEC              NORTH YORK,100 FLORAL PKWY,"NORTH YORK
ON",M6L 2C5,CANADA,'AT250300006000010487472'
26 Jan 2025,27 Jan 2025,SP AM0MENT_-BOOKS       TORONTO,14.69,,,,,SP AM0MENT_-BOOKS       TORONTO,25 TELEGRAM MEWS,"TORONTO
ON",M5V 3Z1,CANADA,'AT250270006000010509481'
26 Jan 2025,27 Jan 2025,SP AM0MENT_-BOOKS       TORONTO,20.33,,,,,SP AM0MENT_-BOOKS       TORONTO,25 TELEGRAM MEWS,"TORONTO
ON",M5V 3Z1,CANADA,'AT250270006000010512480'
26 Jan 2025,27 Jan 2025,SP AM0MENT_-BOOKS       TORONTO,29.36,,,,,SP AM0MENT_-BOOKS       TORONTO,25 TELEGRAM MEWS,"TORONTO
ON",M5V 3Z1,CANADA,'AT250270006000010512527'
25 Jan 2025,26 Jan 2025,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68,,,,,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT250260006000010579220'
24 Jan 2025,25 Jan 2025,MOS MOS COFFEE 21130909 TORONTO,6.25,,,,,MOS MOS COFFEE 21130909 TORONTO,200 BAY ST LR01,"TORONTO
ON",M5J 2J2,CANADA,'AT250250006000010522028'
24 Jan 2025,25 Jan 2025,SHAKE SHACK 2 00-080435 TORONTO,22.55,,,,,SHAKE SHACK 2 00-080435 TORONTO,55 FRONT ST WEST,"TORONTO
ON",M5J 1E6,CANADA,'AT250250006000010479758'
23 Jan 2025,24 Jan 2025,=HOLYCOWSTEAKHOUSE 001  TORONTO,22.99,,,,,=HOLYCOWSTEAKHOUSE 001  TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT250240006000010495441'
23 Jan 2025,25 Jan 2025,GOOGLE *CHATGPT         G.CO/HELPPAY#,30.50,,,,,GOOGLE *CHATGPT         G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT250250006000010501851'
22 Jan 2025,22 Jan 2025,FELIX HEALTH INC.       TORONTO,315.00,,,,,FELIX HEALTH INC.       TORONTO,80 MITCHELL AVE,"TOROTNO
ON",M6J 1C1,CANADA,'AT250220006000010451260'
22 Jan 2025,24 Jan 2025,GOOGLE *FITBIT LLC      G.CO/HELPPAY#,14.68,,,,,GOOGLE *FITBIT LLC      G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT250240006000010530855'
22 Jan 2025,23 Jan 2025,TASTY CHINESE FOOD TORO TORONTO,14.22,,,,,TASTY CHINESE FOOD TORO TORONTO,15 109 MCCAUL ST,"TORONTO
ON",M5T 3K5,CANADA,'AT250230006000010459191'
21 Jan 2025,21 Jan 2025,FELIX HEALTH INC.       TORONTO,9.00,,,,,FELIX HEALTH INC.       TORONTO,80 MITCHELL AVE,"TOROTNO
ON",M6J 1C1,CANADA,'AT250210005000010441865'
19 Jan 2025,19 Jan 2025,AMAZON.CA*ZG90O7ZD0     AMAZON.CA,39.99,,,,,AMAZON.CA*ZG90O7ZD0     AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT250190005000010539425'
19 Jan 2025,19 Jan 2025,APPLE.COM/BILL          TORONTO,4.51,,,,,APPLE.COM/BILL          TORONTO,120 BREMNER BLVD,"TORONTO
ON",M5J 0A8,CANADA,'AT250190005000010559317'
17 Jan 2025,17 Jan 2025,NETFLIX.COM             866-716-0414,6.77,,,,,NETFLIX.COM             866-716-0414,"1200 WATERFRONT CTR
200 BURRARD ST","VANCOUER
BC",V7X 1T2,CANADA,'AT250170006000010477257'
17 Jan 2025,18 Jan 2025,TASTY CHINESE FOOD TORO TORONTO,14.22,,,,,TASTY CHINESE FOOD TORO TORONTO,15 109 MCCAUL ST,"TORONTO
ON",M5T 3K5,CANADA,'AT250180006000010503464'
16 Jan 2025,16 Jan 2025,2403384 ONTARIO LIMITED CALEDON,13.59,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT250160006000010451943'
15 Jan 2025,16 Jan 2025,HOLY COW STEAK HOUSE 00 TORONTO,21.84,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT250160006000010465688'
14 Jan 2025,14 Jan 2025,CAMBRIDGE GROUP ACCOU   416-363-9454,-1872.95,,,,,CAMBRIDGE GROUP ACCOU   416-363-9454,100 RICHMOND ST WEST,"416-363-9454
ON",M5H 3K6,CANADA,'AT250140006000010439937'
14 Jan 2025,16 Jan 2025,CANADIAN TIRE STORE #62 TORONTO,0.40,,,,,CANADIAN TIRE STORE #62 TORONTO,3475 SUPERIOR COURT,"OAKVILLE
ON",L6L 0C6,CANADA,'AT250160006000010471050'
14 Jan 2025,16 Jan 2025,CANADIAN TIRE STORE #62 TORONTO,42.92,,,,,CANADIAN TIRE STORE #62 TORONTO,3475 SUPERIOR COURT,"OAKVILLE
ON",L6L 0C6,CANADA,'AT250160006000010471047'
14 Jan 2025,15 Jan 2025,LONGOS LIBERTY VILLAGE  TORONTO,5.99,,,,,LONGOS LIBERTY VILLAGE  TORONTO,1100 KING ST WEST,"TORONTO
ON",M6K 1E6,CANADA,'AT250150006000010475905'
13 Jan 2025,13 Jan 2025,GOOGLE *LEAP FITNESS    G.CO/HELPPAY#,16.94,,,,,GOOGLE *LEAP FITNESS    G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT250130006000010490895'
13 Jan 2025,15 Jan 2025,MCDONALD'S #29131 QPS   TORONTO,17.98,,,,,MCDONALD'S #29131 QPS   TORONTO,109 MCCAUL ST,"TORONTO
ON",M5T 3K5,CANADA,'AT250150006000010453444'
12 Jan 2025,13 Jan 2025,AMZN MKTP CA*Z53G89FF0  WWW.AMAZON.CA,54.22,,,,,AMZN MKTP CA*Z53G89FF0  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT250130006000010445129'
12 Jan 2025,14 Jan 2025,ESSO CIRCLE K 0302      MILTON,72.81,,,,,ESSO CIRCLE K 0302      MILTON,"95 FOUNDRY ST
STE 107","MONCTON
NB",E1C 5H7,CANADA,'AT250140006000010463498'
12 Jan 2025,12 Jan 2025,GOOGLE *DOW JONES       G.CO/HELPPAY#,48.50,,,,,GOOGLE *DOW JONES       G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT250120006000010494543'
11 Jan 2025,11 Jan 2025,CAMBRIDGE GROUP ACCOU   416-363-9454,-16.95,,,,,CAMBRIDGE GROUP ACCOU   416-363-9454,100 RICHMOND ST WEST,"416-363-9454
ON",M5H 3K6,CANADA,'AT250110006000010488506'
10 Jan 2025,10 Jan 2025,2403384 ONTARIO LIMITED CALEDON,14.19,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT250100006000010470524'
10 Jan 2025,11 Jan 2025,A&W - BRANTFORD #4883 B BRANTFORD,8.59,,,,,A&W - BRANTFORD #4883 B BRANTFORD,"1182 COLBORNE ST
EAST","BRANTFORD
ON",N3S 0H4,CANADA,'AT250110006000010516492'
10 Jan 2025,10 Jan 2025,CAMBRIDGE GROUP ACCOU   416-363-9454,-50.85,,,,,CAMBRIDGE GROUP ACCOU   416-363-9454,100 RICHMOND ST WEST,"416-363-9454
ON",M5H 3K6,CANADA,'AT250100006000010457103'
10 Jan 2025,11 Jan 2025,QUEEN DRY CLEANERS LOC  TORONTO,62.15,,,,,QUEEN DRY CLEANERS LOC  TORONTO,15 JOHN ST,"TORONTO
ON",M5V 3G6,CANADA,'AT250110006000010489221'
09 Jan 2025,09 Jan 2025,BUSINESS INSIDER        NEW YORK,16.89,,,,,BUSINESS INSIDER        NEW YORK,"1 LIBERTY PLZ
8TH FL","NEW YORK
NY",10006,UNITED STATES,'AT250090006000010481891'
09 Jan 2025,09 Jan 2025,PAYMENT RECEIVED - THANK YOU,-2192.72,,,,,PAYMENT RECEIVED - THANK YOU,,,,,'AT250090003000010006023'
08 Jan 2025,08 Jan 2025,2403384 ONTARIO LIMITED CALEDON,11.49,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT250080006000010454023'
07 Jan 2025,08 Jan 2025,CAMBRIDGE GROUP ACCOU   416-363-9454,16.95,,,,,CAMBRIDGE GROUP ACCOU   416-363-9454,100 RICHMOND ST WEST,"416-363-9454
ON",M5H 3K6,CANADA,'AT250080006000010439145'
07 Jan 2025,08 Jan 2025,RABBA FINE FOODS #171   TORONTO,4.99,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT250080006000010420995'
02 Jan 2025,08 Jan 2025,KFC #1309 KFC #1309     TORONTO,10.39,,,,,KFC #1309 KFC #1309     TORONTO,"563 GERRARD ST
EAST","TORONTO
ON",M4M 2X9,CANADA,'AT250080006000010423086'
