Date,Date Processed,Description,Amount,Foreign Spend Amount,Commission,Exchange Rate,Additional Information,Merchant,Address,City / Province,Postal Code,Country,Reference
02 Mar 2025,03 Mar 2025,TIM HORTONS #2773       TORONTO,7.76,,,,,TIM HORTONS #2773       TORONTO,33 YONGE ST,"TORONTO
ON",M5E 1G4,CANADA,'AT250620006000010510365'
02 Mar 2025,03 Mar 2025,TIM HORTONS #3143       TORONTO,12.97,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT250620006000010495889'
01 Mar 2025,01 Mar 2025,ROGERS ******0136       888-764-3771,11.30,,,,,ROGERS ******0136       888-764-3771,"ATTN CASH DEPT 6TH
FLOOR 2235 SHEPPARD AVE E","TORONTO
ON",M2J 5G1,CANADA,'AT250600006000010616533'
28 Feb 2025,28 Feb 2025,2403384 ONTARIO LIMITED CALEDON,12.99,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT250590005000010576020'
28 Feb 2025,28 Feb 2025,PAYMENT RECEIVED - THANK YOU,-721.90,,,,,PAYMENT RECEIVED - THANK YOU,,,,,'AT250590003000010007829'
28 Feb 2025,01 Mar 2025,RABBA FINE FOODS #171   TORONTO,11.27,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT250600006000010608979'
26 Feb 2025,26 Feb 2025,2403384 ONTARIO LIMITED CALEDON,2.37,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT250570006000010485021'
26 Feb 2025,26 Feb 2025,2403384 ONTARIO LIMITED CALEDON,14.23,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT250570006000010485020'
26 Feb 2025,27 Feb 2025,AMZN MKTP CA*F50TY5783  WWW.AMAZON.CA,33.89,,,,,AMZN MKTP CA*F50TY5783  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT250580006000010513096'
26 Feb 2025,26 Feb 2025,FELIX HEALTH INC.       TORONTO,315.00,,,,,FELIX HEALTH INC.       TORONTO,80 MITCHELL AVE,"TOROTNO
ON",M6J 1C1,CANADA,'AT250570006000010471152'
25 Feb 2025,26 Feb 2025,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68,,,,,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT250570006000010472105'
25 Feb 2025,26 Feb 2025,HOLY COW STEAK HOUSE 00 TORONTO,20.78,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT250570006000010467129'
24 Feb 2025,24 Feb 2025,2403384 ONTARIO LIMITED CALEDON,16.04,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT250550006000010471699'
23 Feb 2025,25 Feb 2025,GOOGLE *CHATGPT         G.CO/HELPPAY#,30.50,,,,,GOOGLE *CHATGPT         G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT250560006000010482720'
23 Feb 2025,25 Feb 2025,KATSUYA 001             NORTH YORK,28.46,,,,,KATSUYA 001             NORTH YORK,6050 YONGE ST,"NORTH YORK
ON",M2N 3W5,CANADA,'AT250560006000010499257'
22 Feb 2025,24 Feb 2025,GOOGLE *FITBIT LLC      G.CO/HELPPAY#,14.68,,,,,GOOGLE *FITBIT LLC      G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT250550006000010489102'
22 Feb 2025,23 Feb 2025,TIM HORTONS #3143       TORONTO,11.29,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT250540006000010609132'
20 Feb 2025,20 Feb 2025,2403384 ONTARIO LIMITED CALEDON,16.04,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT250510006000010468925'
20 Feb 2025,21 Feb 2025,REXALL PHARMACY #8141 T TORONTO,12.97,,,,,REXALL PHARMACY #8141 T TORONTO,"UNIT 120
250 UNIVERSITY AVE","TORONTO
ON",M5H 3E5,CANADA,'AT250520005000010499945'
20 Feb 2025,21 Feb 2025,SP AM0MENT_-BOOKS       TORONTO,28.24,,,,,SP AM0MENT_-BOOKS       TORONTO,25 TELEGRAM MEWS,"TORONTO
ON",M5V 3Z1,CANADA,'AT250520005000010508247'
19 Feb 2025,19 Feb 2025,APPLE.COM/BILL          TORONTO,4.51,,,,,APPLE.COM/BILL          TORONTO,120 BREMNER BLVD,"TORONTO
ON",M5J 0A8,CANADA,'AT250500006000010462963'
19 Feb 2025,20 Feb 2025,HOLY COW STEAK HOUSE 00 TORONTO,20.78,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT250510006000010485018'
18 Feb 2025,19 Feb 2025,CHIPOTLE 1468           TORONTO,19.94,,,,,CHIPOTLE 1468           TORONTO,"2323 YONGE ST
UNIT 100","TORONTO
ON",M4P 2C9,CANADA,'AT250500006000010468972'
18 Feb 2025,19 Feb 2025,METRO  752              TORONTO,13.55,,,,,METRO  752              TORONTO,2300 YONGE ST,"TORONTO
ON",M4P 1E4,CANADA,'AT250500006000010493092'
18 Feb 2025,20 Feb 2025,RIOCAN YEC              NORTH YORK,13.50,,,,,RIOCAN YEC              NORTH YORK,100 FLORAL PKWY,"NORTH YORK
ON",M6L 2C5,CANADA,'AT250510006000010496574'
17 Feb 2025,17 Feb 2025,NETFLIX.COM             844-505-2993,6.77,,,,,NETFLIX.COM             844-505-2993,"1200 WATERFRONT CTR
200 BURRARD ST","VANCOUER
BC",V7X 1T2,CANADA,'AT250480006000010403023'
15 Feb 2025,16 Feb 2025,TIM HORTONS #3143       TORONTO,2.29,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT250470006000010583422'
14 Feb 2025,15 Feb 2025,HOMETOWN ROAD 001       TORONTO,20.30,,,,,HOMETOWN ROAD 001       TORONTO,66 WELLINGTON ST WEST,"TORONTO
ON",M5K 1A1,CANADA,'AT250460006000010593217'
13 Feb 2025,13 Feb 2025,2403384 ONTARIO LIMITED CALEDON,12.59,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT250440006000010479706'
13 Feb 2025,13 Feb 2025,PAYMENT RECEIVED - THANK YOU,-335.98,,,,,PAYMENT RECEIVED - THANK YOU,,,,,'AT250440003000010007255'
12 Feb 2025,13 Feb 2025,=HOLYCOWSTEAKHOUSE 001  TORONTO,18.39,,,,,=HOLYCOWSTEAKHOUSE 001  TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT250440006000010457185'
12 Feb 2025,12 Feb 2025,GOOGLE *DOW JONES       G.CO/HELPPAY#,48.50,,,,,GOOGLE *DOW JONES       G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT250430006000010485438'
11 Feb 2025,12 Feb 2025,NEW WOK NEW WOK         TORONTO,15.50,,,,,NEW WOK NEW WOK         TORONTO,100 KING ST WEST,"TORONTO
ON",M5X 2A1,CANADA,'AT250430006000010465745'
10 Feb 2025,11 Feb 2025,HOLY COW STEAK HOUSE 00 TORONTO,21.84,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT250420006000010482926'
10 Feb 2025,11 Feb 2025,TORONTO RSD - PARKING T TORONTO,59.87,,,,,TORONTO RSD - PARKING T TORONTO,5100 YONGE ST,"NORTH YORK
ON",M2N 5V7,CANADA,'AT250420006000010446214'
09 Feb 2025,09 Feb 2025,BUSINESS INSIDER        NEW YORK,16.89,,,,,BUSINESS INSIDER        NEW YORK,"1 LIBERTY PLZ
8TH FL","NEW YORK
NY",10006,UNITED STATES,'AT250400006000010589101'
08 Feb 2025,09 Feb 2025,REXALL PHARMACY #8141 T TORONTO,11.84,,,,,REXALL PHARMACY #8141 T TORONTO,"UNIT 120
250 UNIVERSITY AVE","TORONTO
ON",M5H 3E5,CANADA,'AT250400006000010549035'
08 Feb 2025,09 Feb 2025,REXALL PHARMACY #8141 T TORONTO,19.20,,,,,REXALL PHARMACY #8141 T TORONTO,"UNIT 120
250 UNIVERSITY AVE","TORONTO
ON",M5H 3E5,CANADA,'AT250400006000010549032'
08 Feb 2025,09 Feb 2025,TIM HORTONS #3143       TORONTO,8.49,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT250400006000010578285'
