Date,Date Processed,Description,Amount,Foreign Spend Amount,Commission,Exchange Rate,Additional Information,Merchant,Address,City / Province,Postal Code,Country,Reference
02 Jul 2025,03 Jul 2025,AMZN MKTP CA*N388551S1  WWW.AMAZON.CA,32.08,,,,,AMZN MKTP CA*N388551S1  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251840006000010631002'
02 Jul 2025,03 Jul 2025,HOLY COW STEAK HOUSE 00 TORONTO,24.68,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT251840006000010632401'
02 Jul 2025,03 Jul 2025,RABBA FINE FOODS #171   TORONTO,5.99,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT251840006000010622507'
02 Jul 2025,03 Jul 2025,WWW.PISHOP.CA           NEPEAN,46.06,,,,,WWW.PISHOP.CA           NEPEAN,9 190 COLONNADE RD,"NEPEAN
ON",K2E 7J5,CANADA,'AT251840006000010620443'
01 Jul 2025,02 Jul 2025,FARM BOY #44 TORONTO    TORONTO,31.45,,,,,FARM BOY #44 TORONTO    TORONTO,"UNIT 200
100 QUEENS QUAY EAST","TORONTO
ON",M5E 1Z2,CANADA,'AT251830005000010594718'
01 Jul 2025,02 Jul 2025,IMPARK00090526U         TORONTO,15.00,,,,,IMPARK00090526U         TORONTO,100 QUEENS QUAY,"TORONTO
ON",M5E 1Z2,CANADA,'AT251830005000010633890'
01 Jul 2025,02 Jul 2025,WWW.PISHOP.CA           NEPEAN,280.71,,,,,WWW.PISHOP.CA           NEPEAN,9 190 COLONNADE RD,"NEPEAN
ON",K2E 7J5,CANADA,'AT251830005000010577815'
30 Jun 2025,01 Jul 2025,MUAY THAI SPORT BAR TOR TORONTO,25.26,,,,,MUAY THAI SPORT BAR TOR TORONTO,325 QUEEN ST WEST,"TORONTO
ON",M5V 2A4,CANADA,'AT251820006000010650775'
30 Jun 2025,01 Jul 2025,PETRO-CANADA 52224      OAKVILLE,62.33,,,,,PETRO-CANADA 52224      OAKVILLE,350 IROQUOIS SHORE RD,"OAKVILLE
ON",L6H 1M4,CANADA,'AT251820006000010653624'
30 Jun 2025,02 Jul 2025,RABBA FINE FOODS #171   TORONTO,5.99,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT251830005000010587721'
29 Jun 2025,29 Jun 2025,LS MARKHAM BADMINTON    MARKHAM,23.50,,,,,LS MARKHAM BADMINTON    MARKHAM,"170 SHIELDS COURT
UNIT 1","MARKHAM
ON",L3R 9T5,CANADA,'AT251800006000010698338'
28 Jun 2025,29 Jun 2025,A&W - BRANTFORD #4883 B BRANTFORD,5.64,,,,,A&W - BRANTFORD #4883 B BRANTFORD,"1182 COLBORNE ST
EAST","BRANTFORD
ON",N3S 0H4,CANADA,'AT251800006000010734694'
28 Jun 2025,28 Jun 2025,PAYMENT RECEIVED - THANK YOU,-909.83,,,,,PAYMENT RECEIVED - THANK YOU,,,,,'10000000010627999857810'
27 Jun 2025,27 Jun 2025,BEST BUY #977 BBY STORE TORONTO,147.40,,,,,BEST BUY #977 BBY STORE TORONTO,65 DUNDAS ST WEST,"TORONTO
ON",M5G 2C3,CANADA,'AT251780005000010648260'
27 Jun 2025,28 Jun 2025,MUAY THAI SPORT BAR TOR TORONTO,24.62,,,,,MUAY THAI SPORT BAR TOR TORONTO,325 QUEEN ST WEST,"TORONTO
ON",M5V 2A4,CANADA,'AT251790006000010679877'
27 Jun 2025,27 Jun 2025,SMALL POT RESTAURANT (  NORTH YORK,38.77,,,,,SMALL POT RESTAURANT (  NORTH YORK,9 WAXWING PL,"NORTH YORK
ON",M3C 1N5,CANADA,'AT251780005000010653209'
27 Jun 2025,28 Jun 2025,UNCLE TETSU CANADA 2080 TORONTO,15.59,,,,,UNCLE TETSU CANADA 2080 TORONTO,595 BAY ST,"TORONTO
ON",M5G 2C2,CANADA,'AT251790006000010689331'
26 Jun 2025,27 Jun 2025,NEW WOK NEW WOK         TORONTO,18.02,,,,,NEW WOK NEW WOK         TORONTO,100 KING ST WEST,"TORONTO
ON",M5X 2A1,CANADA,'AT251780005000010622040'
26 Jun 2025,26 Jun 2025,PAYMENT RECEIVED - THANK YOU,-3700.00,,,,,PAYMENT RECEIVED - THANK YOU,,,,,'AT251770003000010013375'
26 Jun 2025,27 Jun 2025,TIM HORTONS #3143       TORONTO,5.63,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT251780005000010644420'
25 Jun 2025,26 Jun 2025,AUDIBLE CA*NQ7AX9KC2    AMZN.COM/BILL,10.49,,,,,AUDIBLE CA*NQ7AX9KC2    AMZN.COM/BILL,1 WASHINGTON PARK STE 1600,"NEWARK
NJ",07102,UNITED STATES,'AT251770006000010584511'
25 Jun 2025,26 Jun 2025,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68,,,,,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT251770006000010639817'
25 Jun 2025,26 Jun 2025,MUAY THAI SPORT BAR TOR TORONTO,28.59,,,,,MUAY THAI SPORT BAR TOR TORONTO,325 QUEEN ST WEST,"TORONTO
ON",M5V 2A4,CANADA,'AT251770006000010596768'
25 Jun 2025,26 Jun 2025,THERMAL EXCHANGE SERVIC TORONTO,2825.00,,,,,THERMAL EXCHANGE SERVIC TORONTO,325 WESTON RD,"TORONTO
ON",M6N 4Z9,CANADA,'AT251770006000010613419'
25 Jun 2025,26 Jun 2025,TIM HORTONS #3143       TORONTO,10.48,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT251770006000010640714'
24 Jun 2025,24 Jun 2025,2403384 ONTARIO LIMITED CALEDON,22.58,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT251750006000010563145'
24 Jun 2025,25 Jun 2025,RABBA FINE FOODS #171   TORONTO,30.32,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT251760006000010583371'
23 Jun 2025,23 Jun 2025,2403384 ONTARIO LIMITED CALEDON,20.22,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT251740006000010585722'
23 Jun 2025,24 Jun 2025,AMZN MKTP CA*NO10S7IZ1  WWW.AMAZON.CA,13.55,,,,,AMZN MKTP CA*NO10S7IZ1  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251750006000010571759'
23 Jun 2025,24 Jun 2025,AMZN MKTP CA*NO1526RK1  WWW.AMAZON.CA,41.80,,,,,AMZN MKTP CA*NO1526RK1  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251750006000010566148'
23 Jun 2025,24 Jun 2025,AMZN MKTP CA*NO2IU3KE0  WWW.AMAZON.CA,31.62,,,,,AMZN MKTP CA*NO2IU3KE0  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251750006000010564409'
23 Jun 2025,24 Jun 2025,AMZN MKTP CA*NQ4RX7PF2  WWW.AMAZON.CA,40.64,,,,,AMZN MKTP CA*NQ4RX7PF2  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251750006000010576923'
23 Jun 2025,24 Jun 2025,AMZN MKTP CA*NQ8WB0XI2  WWW.AMAZON.CA,16.94,,,,,AMZN MKTP CA*NQ8WB0XI2  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251750006000010566061'
23 Jun 2025,25 Jun 2025,CANADIAN TIRE #600      TORONTO,28.24,,,,,CANADIAN TIRE #600      TORONTO,3475 SUPERIOR COURT,"OAKVILLE
ON",L6L 0C6,CANADA,'AT251760006000010577782'
23 Jun 2025,24 Jun 2025,"CHELSEA HOTEL, TORONTO  TORONTO",44.07,,,,,"CHELSEA HOTEL, TORONTO  TORONTO",33 GERRARD ST WEST,"TORONTO
ON",M5G 1Z4,CANADA,'AT251750006000010584216'
23 Jun 2025,23 Jun 2025,FINE FOOD MARKET 211647 TORONTO,3.45,,,,,FINE FOOD MARKET 211647 TORONTO,"711 BAY ST
D","TORONTO
ON",M5G 2J8,CANADA,'AT251740006000010624382'
23 Jun 2025,24 Jun 2025,TIM HORTONS #3143       TORONTO,5.40,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT251750006000010590710'
23 Jun 2025,23 Jun 2025,WWW.WEWORK.COM          HALIFAX MID-HAR,55.37,,,,,WWW.WEWORK.COM          HALIFAX MID-HAR,600 1741 LOWER WATER ST,"HALIFAX MID-HARBOUR NOVA SCOTIA PRO
NS",B3J 0J2,CANADA,'AT251740006000010641110'
22 Jun 2025,23 Jun 2025,AMZN MKTP CA*NO7RZ9D31  WWW.AMAZON.CA,15.24,,,,,AMZN MKTP CA*NO7RZ9D31  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251740006000010627600'
22 Jun 2025,23 Jun 2025,EXPEDIA 73149612034236  EXPEDIA.CA,131.57,,,,"ARRIVAL             DEPARTURE           NIGHTS
06/25/25            06/26/25",EXPEDIA 73149612034236  EXPEDIA.CA,"SUITE 610
410 ADELAIDE STREET WEST","TORONTO
ON",M5V 3C9,CANADA,'AT251740006000010616454'
22 Jun 2025,23 Jun 2025,EXPEDIA 73149633331485  EXPEDIA.CA,243.97,,,,"ARRIVAL             DEPARTURE           NIGHTS
06/22/25            06/23/25",EXPEDIA 73149633331485  EXPEDIA.CA,"SUITE 610
410 ADELAIDE STREET WEST","TORONTO
ON",M5V 3C9,CANADA,'AT251740006000010629013'
22 Jun 2025,24 Jun 2025,GOOGLE *FITBIT LLC      G.CO/HELPPAY#,14.68,,,,,GOOGLE *FITBIT LLC      G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT251750006000010540950'
22 Jun 2025,24 Jun 2025,SHELL C45065            TORONTO,61.68,,,,,SHELL C45065            TORONTO,"400 4TH AVE SOUTHWEST RM
SC 24","CALGARY
AB",T2P 2H5,CANADA,'AT251750006000010555751'
22 Jun 2025,23 Jun 2025,SP AM0MENT_-BOOKS       TORONTO,40.66,,,,,SP AM0MENT_-BOOKS       TORONTO,25 TELEGRAM MEWS,"TORONTO
ON",M5V 3Z1,CANADA,'AT251740006000010635149'
21 Jun 2025,21 Jun 2025,BEST BUY #977 BBY STORE TORONTO,180.79,,,,,BEST BUY #977 BBY STORE TORONTO,65 DUNDAS ST WEST,"TORONTO
ON",M5G 2C3,CANADA,'AT251720006000010640239'
21 Jun 2025,22 Jun 2025,UNCLE TETSU CANADA 2080 TORONTO,7.80,,,,,UNCLE TETSU CANADA 2080 TORONTO,595 BAY ST,"TORONTO
ON",M5G 2C2,CANADA,'AT251730006000010723426'
20 Jun 2025,21 Jun 2025,REXALL PHARMACY #8141 T TORONTO,54.53,,,,,REXALL PHARMACY #8141 T TORONTO,"UNIT 120
250 UNIVERSITY AVE","TORONTO
ON",M5H 3E5,CANADA,'AT251720006000010678272'
20 Jun 2025,21 Jun 2025,YOMIE'S RICE X YOGUR    SCARBOROUGH,10.16,,,,,YOMIE'S RICE X YOGUR    SCARBOROUGH,"UNIT 6 4188 FINCH AVE
EAST","SCARBOROUGH
ON",M1S 4T6,CANADA,'AT251720006000010641085'
19 Jun 2025,19 Jun 2025,2403384 ONTARIO LIMITED CALEDON,15.36,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT251700006000010597832'
19 Jun 2025,19 Jun 2025,APPLE.COM/BILL          TORONTO,4.51,,,,,APPLE.COM/BILL          TORONTO,120 BREMNER BLVD,"TORONTO
ON",M5J 0A8,CANADA,'AT251700006000010605714'
19 Jun 2025,19 Jun 2025,FELIX HEALTH INC.       TORONTO,320.65,,,,,FELIX HEALTH INC.       TORONTO,80 MITCHELL AVE,"TORONTO
ON",M6J 1C1,CANADA,'AT251700006000010574574'
19 Jun 2025,20 Jun 2025,RABBA FINE FOODS #171   TORONTO,5.97,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT251710006000010634657'
18 Jun 2025,20 Jun 2025,CITIPARK INC CITIPARK I TORONTO,7.50,,,,,CITIPARK INC CITIPARK I TORONTO,148 CUMBERLAND,"TORONTO
ON",M5R 1A8,CANADA,'AT251710006000010595058'
18 Jun 2025,20 Jun 2025,Grazie Ristorante       TORONTO,58.67,,,,,Grazie Ristorante       TORONTO,2373 YONGE ST,"TORONTO
ON",M4P 2C8,CANADA,'AT251710006000010635483'
18 Jun 2025,19 Jun 2025,STARBUCKS COFFEE #22    TORONTO,3.83,,,,,STARBUCKS COFFEE #22    TORONTO,110 BLOOR ST WEST,"TORONTO
ON",M5S 2W7,CANADA,'AT251700006000010597346'
17 Jun 2025,18 Jun 2025,METRO  62               TORONTO,22.58,,,,,METRO  62               TORONTO,"80 FRONT ST
EAST","TORONTO
ON",M5E 1T4,CANADA,'AT251690006000010554984'
17 Jun 2025,17 Jun 2025,NETFLIX.COM             866-716-0414,9.03,,,,,NETFLIX.COM             866-716-0414,"1200 WATERFRONT CTR
200 BURRARD ST","VANCOUER
BC",V7X 1T2,CANADA,'AT251680006000010581874'
17 Jun 2025,18 Jun 2025,UNCLE TETSU CANADA 2080 TORONTO,7.80,,,,,UNCLE TETSU CANADA 2080 TORONTO,595 BAY ST,"TORONTO
ON",M5G 2C2,CANADA,'AT251690006000010590514'
16 Jun 2025,17 Jun 2025,AMAZON.CA*NO1OL4EH2     AMAZON.CA,34.39,,,,,AMAZON.CA*NO1OL4EH2     AMAZON.CA,"SUITE 2700
1133 MELVILLE STREET","VANCOUVER
BC",V6E 4E5,CANADA,'AT251680006000010558797'
16 Jun 2025,17 Jun 2025,HOLY COW STEAK HOUSE 00 TORONTO,24.68,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT251680006000010609755'
15 Jun 2025,17 Jun 2025,GOOGLE*GOOGLE STORE GOO G.CO HELPPAY#,56.49,,,,,GOOGLE*GOOGLE STORE GOO G.CO HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT251680006000010564827'
15 Jun 2025,17 Jun 2025,GOOGLE*GOOGLE STORE GOO G.CO HELPPAY#,1415.12,,,,,GOOGLE*GOOGLE STORE GOO G.CO HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT251680006000010564815'
15 Jun 2025,16 Jun 2025,MUAY THAI SPORT BAR TOR TORONTO,29.33,,,,,MUAY THAI SPORT BAR TOR TORONTO,325 QUEEN ST WEST,"TORONTO
ON",M5V 2A4,CANADA,'AT251670006000010599452'
15 Jun 2025,16 Jun 2025,MY ROTI/MY DOSA PLACE Q TORONTO,5.07,,,,,MY ROTI/MY DOSA PLACE Q TORONTO,406 QUEEN ST WEST,"TORONTO
ON",M5V 2A6,CANADA,'AT251670006000010638213'
15 Jun 2025,16 Jun 2025,MY ROTI/MY DOSA PLACE Q TORONTO,20.33,,,,,MY ROTI/MY DOSA PLACE Q TORONTO,406 QUEEN ST WEST,"TORONTO
ON",M5V 2A6,CANADA,'AT251670006000010638212'
14 Jun 2025,15 Jun 2025,SCOTLAND ESSO 0303      SCOTLAND,62.25,,,,,SCOTLAND ESSO 0303      SCOTLAND,"95 FOUNDRY ST
STE 107","MONCTON
NB",E1C 5H7,CANADA,'AT251660006000010676824'
14 Jun 2025,15 Jun 2025,TIM HORTONS #3143       TORONTO,5.40,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT251660006000010676441'
13 Jun 2025,14 Jun 2025,AMZN MKTP CA*NA2YH5922  WWW.AMAZON.CA,20.57,,,,,AMZN MKTP CA*NA2YH5922  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251650006000010646695'
13 Jun 2025,14 Jun 2025,AMZN MKTP CA*NA8CC59P2  WWW.AMAZON.CA,38.63,,,,,AMZN MKTP CA*NA8CC59P2  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251650006000010640464'
13 Jun 2025,14 Jun 2025,AMZN MKTP CA*NA9G95ZK0  WWW.AMAZON.CA,33.88,,,,,AMZN MKTP CA*NA9G95ZK0  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251650006000010640349'
13 Jun 2025,14 Jun 2025,HOLY COW STEAK HOUSE 00 TORONTO,22.08,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT251650006000010699922'
13 Jun 2025,14 Jun 2025,METRO  720              TORONTO,12.41,,,,,METRO  720              TORONTO,100 LYNN WILLIAMS ST,"TORONTO
ON",M6K 3N6,CANADA,'AT251650006000010649492'
13 Jun 2025,14 Jun 2025,SMALL POT RESTAURANT (  NORTH YORK,29.76,,,,,SMALL POT RESTAURANT (  NORTH YORK,9 WAXWING PL,"NORTH YORK
ON",M3C 1N5,CANADA,'AT251650006000010701073'
12 Jun 2025,13 Jun 2025,AMAZON.CA*NA1ZG4CQ0     AMAZON.CA,10.48,,,,,AMAZON.CA*NA1ZG4CQ0     AMAZON.CA,"SUITE 2700
1133 MELVILLE STREET","VANCOUVER
BC",V6E 4E5,CANADA,'AT251640006000010591696'
12 Jun 2025,13 Jun 2025,AMAZON.CA*NH32Z0YO0     AMAZON.CA,6.09,,,,,AMAZON.CA*NH32Z0YO0     AMAZON.CA,"SUITE 2700
1133 MELVILLE STREET","VANCOUVER
BC",V6E 4E5,CANADA,'AT251640006000010591703'
12 Jun 2025,13 Jun 2025,AMZN MKTP CA*NA5DG5QY2  WWW.AMAZON.CA,26.94,,,,,AMZN MKTP CA*NA5DG5QY2  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251640006000010592528'
12 Jun 2025,13 Jun 2025,AMZN MKTP CA*NA9XA1CL1  WWW.AMAZON.CA,31.60,,,,,AMZN MKTP CA*NA9XA1CL1  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251640006000010591679'
12 Jun 2025,13 Jun 2025,AMZN MKTP CA*NH3955YQ1  WWW.AMAZON.CA,38.40,,,,,AMZN MKTP CA*NH3955YQ1  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251640006000010611619'
12 Jun 2025,12 Jun 2025,GOOGLE *DOW JONES       G.CO/HELPPAY#,48.50,,,,,GOOGLE *DOW JONES       G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT251630006000010575360'
12 Jun 2025,13 Jun 2025,HOLY COW STEAK HOUSE 00 TORONTO,24.68,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT251640006000010606786'
11 Jun 2025,11 Jun 2025,2403384 ONTARIO LIMITED CALEDON,13.55,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT251620006000010553022'
11 Jun 2025,12 Jun 2025,AMZN MKTP CA*NH2LT69L1  WWW.AMAZON.CA,20.28,,,,,AMZN MKTP CA*NH2LT69L1  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251630006000010573249'
11 Jun 2025,11 Jun 2025,PAYMENT RECEIVED - THANK YOU,-943.81,,,,,PAYMENT RECEIVED - THANK YOU,,,,,'AT251620003000010011264'
10 Jun 2025,11 Jun 2025,AMAZON.CA*NH6E88851     AMAZON.CA,10.16,,,,,AMAZON.CA*NH6E88851     AMAZON.CA,"SUITE 2700
1133 MELVILLE STREET","VANCOUVER
BC",V6E 4E5,CANADA,'AT251620006000010557283'
10 Jun 2025,11 Jun 2025,AMAZON.CA*NH82K7Q60     AMAZON.CA,90.39,,,,,AMAZON.CA*NH82K7Q60     AMAZON.CA,"SUITE 2700
1133 MELVILLE STREET","VANCOUVER
BC",V6E 4E5,CANADA,'AT251620006000010557262'
10 Jun 2025,11 Jun 2025,AMZN MKTP CA*NH6GB3QA1  WWW.AMAZON.CA,20.57,,,,,AMZN MKTP CA*NH6GB3QA1  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251620006000010557912'
10 Jun 2025,10 Jun 2025,"CURSOR, AI POWERED IDE  NEW YORK",28.10,20.00 USD,,1.405,,"CURSOR, AI POWERED IDE  NEW YORK","2261 MARKET ST
STE 86466","SAN FRANCISCO
CA",94114,UNITED STATES,'AT251610005000010572415'
09 Jun 2025,10 Jun 2025,AMZN MKTP CA*NA4TV6L02  WWW.AMAZON.CA,14.68,,,,,AMZN MKTP CA*NA4TV6L02  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251610005000010588823'
09 Jun 2025,10 Jun 2025,AMZN MKTP CA*NA6MJ2Z02  WWW.AMAZON.CA,16.93,,,,,AMZN MKTP CA*NA6MJ2Z02  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251610005000010588827'
09 Jun 2025,10 Jun 2025,AMZN MKTP CA*NH9BS7VQ0  WWW.AMAZON.CA,51.97,,,,,AMZN MKTP CA*NH9BS7VQ0  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251610005000010588402'
09 Jun 2025,10 Jun 2025,RABBA FINE FOODS #171   TORONTO,5.83,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT251610005000010553928'
07 Jun 2025,08 Jun 2025,RABBA FINE FOODS #171   TORONTO,26.18,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT251590006000010656299'
07 Jun 2025,08 Jun 2025,UNCLE TETSU CANADA 2080 TORONTO,7.80,,,,,UNCLE TETSU CANADA 2080 TORONTO,595 BAY ST,"TORONTO
ON",M5G 2C2,CANADA,'AT251590006000010670090'
