Date,Date Processed,Description,Amount,Foreign Spend Amount,Commission,Exchange Rate,Additional Information,Merchant,Address,City / Province,Postal Code,Country,Reference
02 Jan 2025,03 Jan 2025,TIM HORTONS #3143       TORONTO,6.49,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT250030006000010473958'
01 Jan 2025,02 Jan 2025,MOFER COFFEE TORONTO    TORONTO,5.74,,,,,MOFER COFFEE TORONTO    TORONTO,"9 132 QUEENS QUAY BLVD
EAST","TORONTO
ON",M5A 0S1,CANADA,'AT250020006000010448125'
01 Jan 2025,02 Jan 2025,UNCLE TETSU CANADA 2080 TORONTO,2.95,,,,,UNCLE TETSU CANADA 2080 TORONTO,595 BAY ST,"TORONTO
ON",M5G 2C2,CANADA,'AT250020006000010411968'
31 Dec 2024,02 Jan 2025,HUDSON ST2041 HUDSON ST RICHMOND,4.82,,,,,HUDSON ST2041 HUDSON ST RICHMOND,"UNIT C 1985 1WAREHSE
3880 GRA","RICHMOND
BC",V7B 0A5,CANADA,'AT250020006000010419176'
30 Dec 2024,31 Dec 2024,7301547 - TRUE BURGER 4 RICHMOND,19.50,,,,,7301547 - TRUE BURGER 4 RICHMOND,3880 GRANT MCCONACHIE WAY,"RICHMOND
BC",V7B 1Y7,CANADA,'AT243660006000010495856'
30 Dec 2024,31 Dec 2024,7303307 - DIRTY APRON P RICHMOND,6.50,,,,,7303307 - DIRTY APRON P RICHMOND,3880 GRANT MCCONACHIE WAY,"RICHMOND
BC",V7B 1Y7,CANADA,'AT243660006000010495854'
30 Dec 2024,31 Dec 2024,AMAZON.CA*ZP57E0KM2     AMAZON.CA,19.99,,,,,AMAZON.CA*ZP57E0KM2     AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT243660006000010480765'
29 Dec 2024,29 Dec 2024,ROGERS ******0136       888-764-3771,0.72,,,,,ROGERS ******0136       888-764-3771,"ATTN CASH DEPT 6TH
FLOOR 2235 SHEPPARD AVE E","TORONTO
ON",M2J 5G1,CANADA,'AT243640005000010559453'
26 Dec 2024,26 Dec 2024,PAYMENT RECEIVED - THANK YOU,-2027.27,,,,,PAYMENT RECEIVED - THANK YOU,,,,,'AT243610003000010006818'
25 Dec 2024,25 Dec 2024,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68,,,,,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT243600006000010465697'
23 Dec 2024,24 Dec 2024,GOOGLE *CHATGPT         G.CO/HELPPAY#,30.50,,,,,GOOGLE *CHATGPT         G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT243590006000010569167'
22 Dec 2024,24 Dec 2024,GOOGLE *FITBIT LLC      G.CO/HELPPAY#,14.68,,,,,GOOGLE *FITBIT LLC      G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT243590006000010598928'
19 Dec 2024,19 Dec 2024,APPLE.COM/BILL          TORONTO,4.51,,,,,APPLE.COM/BILL          TORONTO,120 BREMNER BLVD,"TORONTO
ON",M5J 0A8,CANADA,'AT243540005000010546856'
17 Dec 2024,17 Dec 2024,NETFLIX.COM             844-505-2993,6.77,,,,,NETFLIX.COM             844-505-2993,"1200 WATERFRONT CTR
200 BURRARD ST","VANCOUER
BC",V7X 1T2,CANADA,'AT243520005000010494886'
12 Dec 2024,12 Dec 2024,GOOGLE *DOW JONES       G.CO/HELPPAY#,48.50,,,,,GOOGLE *DOW JONES       G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT243470006000010483914'
12 Dec 2024,12 Dec 2024,RAKURAKU JAPAN ESIM     SHINAGAWAKU,2.89,300 JPY,,0.00963,,RAKURAKU JAPAN ESIM     SHINAGAWAKU,2-20 TENNNOUZUYUUSEMBIRUGOKAI,SHINAGAWAKU HIGASHISH,1400002,JAPAN,'AT243470006000010499038'
12 Dec 2024,12 Dec 2024,RAKURAKU JAPAN ESIM     SHINAGAWAKU,2.89,300 JPY,,0.00963,,RAKURAKU JAPAN ESIM     SHINAGAWAKU,2-20 TENNNOUZUYUUSEMBIRUGOKAI,SHINAGAWAKU HIGASHISH,1400002,JAPAN,'AT243470006000010484299'
11 Dec 2024,13 Dec 2024,SORANIWATERRACEKYOTO    KYOTO,12.43,"1,300 JPY",,0.00956,,SORANIWATERRACEKYOTO    KYOTO,KYOTO,SHIMOGYO-KU KYOTO-SHI,6008022,JAPAN,'AT243480006000010540045'
10 Dec 2024,10 Dec 2024,RAKURAKU JAPAN ESIM     SHINAGAWAKU,2.90,300 JPY,,0.00967,,RAKURAKU JAPAN ESIM     SHINAGAWAKU,2-20 TENNNOUZUYUUSEMBIRUGOKAI,SHINAGAWAKU HIGASHISH,1400002,JAPAN,'AT243450006000010501998'
09 Dec 2024,09 Dec 2024,BUSINESS INSIDER        NEW YORK,16.89,,,,,BUSINESS INSIDER        NEW YORK,"1 LIBERTY PLZ
8TH FL","NEW YORK
NY",10006,UNITED STATES,'AT243440005000010514598'
08 Dec 2024,10 Dec 2024,DAILY YAMAZAKI          CHIBA,6.48,674 JPY,,0.00961,,DAILY YAMAZAKI          CHIBA,1-9-2 ICHIKAWA,"ICHIKAWA-SHI
JP",272-8530,JAPAN,'AT243450006000010478599'
08 Dec 2024,08 Dec 2024,RAKURAKU JAPAN ESIM     SHINAGAWAKU,2.90,300 JPY,,0.00967,,RAKURAKU JAPAN ESIM     SHINAGAWAKU,2-20 TENNNOUZUYUUSEMBIRUGOKAI,SHINAGAWAKU HIGASHISH,1400002,JAPAN,'AT243430006000010565553'
08 Dec 2024,10 Dec 2024,TULLYS COFFEE           TOKYO,6.30,654 JPY,,0.00963,,TULLYS COFFEE           TOKYO,TOKYO,SHINJUKU-KU,1620833,JAPAN,'AT243450006000010478629'
07 Dec 2024,09 Dec 2024,JR EAST                 JAPAN,9.66,"1,000 JPY",,0.00966,,JR EAST                 JAPAN,2-2-2 YOYOGI,SHIBUYA-KU,151-0053,JAPAN,'AT243440005000010510565'
07 Dec 2024,09 Dec 2024,METOROPORITAN HANEDA    TOKYO,4.82,500 JPY,,0.00964,,METOROPORITAN HANEDA    TOKYO,TOKYO,OTA-KU,1440041,JAPAN,'AT243440005000010510566'
07 Dec 2024,09 Dec 2024,NOMURAYA HIC            TOKYO,88.17,"9,130 JPY",,0.00966,,NOMURAYA HIC            TOKYO,TOKYO,OTA-KU,1440041,JAPAN,'AT243440005000010510560'
06 Dec 2024,08 Dec 2024,AIRCANADA               WINNIPEG,75.00,,,,"ROUTING:    FROM:     TORONTO LESTER B P
TO:       TOKYO HANEDA APT  CARRIER:        AC  CLASS:          X
TO:       TOKYO HANEDA APT  CARRIER:        UA  CLASS:          X
TO:       FICT POINT MINUS 7CARRIER:        AC  CLASS:          X
TO:       FICT POINT MINUS 7CARRIER:        AC  CLASS:          X
TICKET NUMBER:  0144278697302           PASSENGER NAME: JIAN/ZHENG",AIRCANADA               WINNIPEG,"P O BOX
637","WINNIPEG
MB",R3C 2K5,CANADA,'AT243430006000010575254'
06 Dec 2024,12 Dec 2024,APROPOS APROPOS         MISSISSAUGA,5.07,,,,,APROPOS APROPOS         MISSISSAUGA,"TORONTO PEARSON AIRPORT
62-2710 BRITANNIA RD E","TORONTO
ON",L5P 1B2,CANADA,'AT243470006000010512333'
04 Dec 2024,08 Dec 2024,AGODA.COM*AGODA.COM SOR LONDON,505.21,,,,,AGODA.COM*AGODA.COM SOR LONDON,SUBMISSION CAD,"CANADA
NL",A0A 0A0,CANADA,'AT243430006000010590254'
