Date,Date Processed,Description,Amount,Foreign Spend Amount,Commission,Exchange Rate,Additional Information,Merchant,Address,City / Province,Postal Code,Country,Reference
29 Oct 2025,30 Oct 2025,PITA PIT                BRANTFORD,16.37,,,,,PITA PIT                BRANTFORD,"218 HENRY ST
UNIT G3","BRANTFORD
ON",N3S 7R5,CANADA,'AT253030006000010625923'
29 Oct 2025,30 Oct 2025,THE HOME DEPOT #7138    BRANTFORD,88.51,,,,,THE HOME DEPOT #7138    BRANTFORD,25 HOLIDAY DR,"BRANTFORD
ON",N3R 7J4,CANADA,'AT253030006000010634024'
29 Oct 2025,29 Oct 2025,THE TRAINING STATION    Simcoe,111.87,,,,,THE TRAINING STATION    Simcoe,"129 QUEENSWAY
EAST","SIMCOE
ON",N3Y 5M7,CANADA,'AT253010006000010633902'
28 Oct 2025,29 Oct 2025,AMAZON.CA*N44M590V2     866-216-1072,13.13,,,,,AMAZON.CA*N44M590V2     866-216-1072,"SUITE 2700
1133 MELVILLE STREET","VANCOUVER
BC",V6E 4E5,CANADA,'AT253020006000010631751'
28 Oct 2025,29 Oct 2025,AMZN MKTP CA*N410Z2YU0  866-216-1072,43.95,,,,,AMZN MKTP CA*N410Z2YU0  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT253020006000010638161'
28 Oct 2025,29 Oct 2025,AMZN MKTP CA*N49RV3Y50  866-216-1072,15.26,,,,,AMZN MKTP CA*N49RV3Y50  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT253020006000010631767'
28 Oct 2025,28 Oct 2025,PAYMENT RECEIVED - THANK YOU,-10703.78,,,,,PAYMENT RECEIVED - THANK YOU,,,,,'10000000011027999832410'
27 Oct 2025,29 Oct 2025,#391 SPORT CHEK         BRANTFORD,209.02,,,,,#391 SPORT CHEK         BRANTFORD,3475 SUPERIOR COURT DR,"OAKVILLE
ON",L6L 0C6,CANADA,'AT253020006000010615085'
27 Oct 2025,28 Oct 2025,AMZN MKTP CA*N42VW34H2  866-216-1072,20.33,,,,,AMZN MKTP CA*N42VW34H2  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT253010006000010635461'
27 Oct 2025,28 Oct 2025,AMZN MKTP CA*N49AG44V2  866-216-1072,61.01,,,,,AMZN MKTP CA*N49AG44V2  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT253010006000010649695'
27 Oct 2025,27 Oct 2025,Brant - Montfort Medite Burlington,37.34,,,,,Brant - Montfort Medite Burlington,796 BRANT ST,"BURLINGTON
ON",L7R 2J2,CANADA,'AT253000006000010623902'
27 Oct 2025,28 Oct 2025,SHOPPERS DRUG MART #072 BRANTFORD,103.74,,,,,SHOPPERS DRUG MART #072 BRANTFORD,"84 LYNDEN RD
LYNDEN PARK MALL","BRANTFORD
ON",N3R 6B8,CANADA,'AT253010006000010609123'
27 Oct 2025,28 Oct 2025,THE HOME DEPOT #7138    BRANTFORD,28.07,,,,,THE HOME DEPOT #7138    BRANTFORD,25 HOLIDAY DR,"BRANTFORD
ON",N3R 7J4,CANADA,'AT253010006000010651805'
26 Oct 2025,27 Oct 2025,IKEA ETOBICOKE          ETOBICOKE,317.50,,,,,IKEA ETOBICOKE          ETOBICOKE,1475 THE QUEENSWAY,"ETOBICOKE
ON",M8Z 1T3,CANADA,'AT253000006000010662813'
25 Oct 2025,26 Oct 2025,AUDIBLE CA*N484I2GT0    AMZN.COM/BILL,10.49,,,,,AUDIBLE CA*N484I2GT0    AMZN.COM/BILL,1 WASHINGTON PARK STE 1600,"NEWARK
NJ",07102,UNITED STATES,'AT252990006000010781594'
25 Oct 2025,26 Oct 2025,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68,,,,,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT252990006000010780038'
25 Oct 2025,26 Oct 2025,LCBO/RAO #751 TORONTO   TORONTO,69.45,,,,,LCBO/RAO #751 TORONTO   TORONTO,"95 HOUSEY ST
BUILDING B","TORONTO
ON",M5V 0S4,CANADA,'AT252990006000010746396'
25 Oct 2025,26 Oct 2025,TORONTO PARKING AUTHORI TORONTO,9.00,,,,,TORONTO PARKING AUTHORI TORONTO,20 CHARLES ST,"TORONTO
ON",M4Y 1T1,CANADA,'AT252990006000010772073'
24 Oct 2025,25 Oct 2025,*RFBT-223 QUEEN STREET  TORONTO,9.59,,,,,*RFBT-223 QUEEN STREET  TORONTO,223 QUEEN ST WEST,"TORONTO
ON",M5V 1Z4,CANADA,'AT252980006000010686217'
24 Oct 2025,24 Oct 2025,2403384 ONTARIO LIMITED CALEDON,13.33,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT252970006000010644767'
24 Oct 2025,25 Oct 2025,KFC/TACO BELL #1940 KFC TORONTO,19.42,,,,,KFC/TACO BELL #1940 KFC TORONTO,"COLLEGE PARK
444 YONGE STREET","TORONTO
ON",M5B 2H4,CANADA,'AT252980006000010722771'
23 Oct 2025,24 Oct 2025,HOLY COW STEAK HOUSE 00 TORONTO,24.68,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT252970006000010637712'
22 Oct 2025,23 Oct 2025,HOLY COW STEAK HOUSE 00 TORONTO,20.78,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT252960006000010626136'
21 Oct 2025,22 Oct 2025,APPLE.COM/BILL          TORONTO,19.20,,,,,APPLE.COM/BILL          TORONTO,120 BREMNER BLVD,"TORONTO
ON",M5J 0A8,CANADA,'AT252950006000010641288'
21 Oct 2025,21 Oct 2025,Brant - Montfort Medite Burlington,30.67,,,,,Brant - Montfort Medite Burlington,796 BRANT ST,"BURLINGTON
ON",L7R 2J2,CANADA,'AT252940006000010604698'
21 Oct 2025,22 Oct 2025,RABBA FINE FOODS #171   TORONTO,6.37,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT252950006000010635974'
21 Oct 2025,22 Oct 2025,RABBA FINE FOODS #171   TORONTO,8.39,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT252950006000010635973'
21 Oct 2025,22 Oct 2025,SHELL C02536            MISSISSAUGA,62.70,,,,,SHELL C02536            MISSISSAUGA,"400 4TH AVE SOUTHWEST RM
SC 24","CALGARY
AB",T2P 2H5,CANADA,'AT252950006000010602793'
20 Oct 2025,21 Oct 2025,IKEA ETOBICOKE          ETOBICOKE,65.47,,,,,IKEA ETOBICOKE          ETOBICOKE,1475 THE QUEENSWAY,"ETOBICOKE
ON",M8Z 1T3,CANADA,'AT252940006000010622191'
19 Oct 2025,19 Oct 2025,APPLE.COM/BILL          TORONTO,4.51,,,,,APPLE.COM/BILL          TORONTO,120 BREMNER BLVD,"TORONTO
ON",M5J 0A8,CANADA,'AT252920006000010744481'
19 Oct 2025,20 Oct 2025,SHAWARMA WEST 001       TORONTO,16.94,,,,,SHAWARMA WEST 001       TORONTO,8 YORK ST,"TORONTO
ON",M5J 2Y2,CANADA,'AT252930006000010658562'
17 Oct 2025,18 Oct 2025,AMZN MKTP CA*NU4865Z30  866-216-1072,60.46,,,,,AMZN MKTP CA*NU4865Z30  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT252910006000010726952'
17 Oct 2025,17 Oct 2025,NETFLIX.COM             844-505-2993,9.03,,,,,NETFLIX.COM             844-505-2993,"1200 WATERFRONT CTR
200 BURRARD ST","VANCOUER
BC",V7X 1T2,CANADA,'AT252900006000010632015'
17 Oct 2025,18 Oct 2025,RONA.CA.                BOUCHERVILLE,172.89,,,,,RONA.CA.                BOUCHERVILLE,220 CH DE TREMBLAY,"BOUCHERVILLE
QC",J4B 8H7,CANADA,'AT252910006000010730016'
16 Oct 2025,17 Oct 2025,SP CANADA BREAKERS      TORONTO,164.97,,,,,SP CANADA BREAKERS      TORONTO,35 HANNAFORD ST,"TORONTO
ON",M4E 3G6,CANADA,'AT252900006000010662993'
16 Oct 2025,17 Oct 2025,SP CANADA BREAKERS      TORONTO,164.97,,,,,SP CANADA BREAKERS      TORONTO,35 HANNAFORD ST,"TORONTO
ON",M4E 3G6,CANADA,'AT252900006000010662992'
15 Oct 2025,16 Oct 2025,D J*WSJ                 800-568-7625,4.52,,,,,D J*WSJ                 800-568-7625,1211 AVE OF THE AMERICAS FL 7,"NEW YORK
NY",10036,UNITED STATES,'AT252890006000010628709'
15 Oct 2025,16 Oct 2025,RABBA FINE FOODS #171   TORONTO,7.99,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT252890006000010648289'
15 Oct 2025,16 Oct 2025,REXALL PHARMACY #8141 T TORONTO,46.65,,,,,REXALL PHARMACY #8141 T TORONTO,"UNIT 120
250 UNIVERSITY AVE","TORONTO
ON",M5H 3E5,CANADA,'AT252890006000010656932'
14 Oct 2025,20 Oct 2025,ADIDAS                  HERZOGENAURACH,135.60,,,,,ADIDAS                  HERZOGENAURACH,"8100 HWY
27","WOODBRIDGE
ON",L4H 3N2,CANADA,'AT252930006000010673932'
14 Oct 2025,15 Oct 2025,LALA SPICY LAB DOWNTOWN TORONTO,37.93,,,,,LALA SPICY LAB DOWNTOWN TORONTO,181 COLLEGE ST,"TORONTO
ON",M5T 1P7,CANADA,'AT252880006000010593681'
14 Oct 2025,15 Oct 2025,RABBA FINE FOODS #171   TORONTO,1.50,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT252880006000010576916'
14 Oct 2025,15 Oct 2025,RABBA FINE FOODS #171   TORONTO,3.00,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT252880006000010576917'
14 Oct 2025,15 Oct 2025,SECURITY NATIONAL INSU  MONTREAL,169.78,,,,,SECURITY NATIONAL INSU  MONTREAL,"50 PL CREMAZIE
12TH FLOOR","MONTREAL
QC",H2P 1B6,CANADA,'AT252880006000010623082'
13 Oct 2025,14 Oct 2025,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,31.64,,,,,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,548 MARKET ST,"SAN FRANCISCO
CA",94107,UNITED STATES,'AT252870006000010573904'
13 Oct 2025,14 Oct 2025,RONA.CA.                BOUCHERVILLE,172.89,,,,,RONA.CA.                BOUCHERVILLE,220 CH DE TREMBLAY,"BOUCHERVILLE
QC",J4B 8H7,CANADA,'AT252870006000010584651'
12 Oct 2025,13 Oct 2025,KFC #1921 KFC #1921     TORONTO,18.07,,,,,KFC #1921 KFC #1921     TORONTO,"TORONTO EATON CTR
220 YONGE STREET","TORONTO
ON",M5B 2H1,CANADA,'AT252860006000010606376'
12 Oct 2025,13 Oct 2025,WESTJET AIRLINES 340020 CALGARY,52.50,,,,TICKET NUMBER:  83844211784443          PASSENGER NAME: JIAN/JIE MR,WESTJET AIRLINES 340020 CALGARY,22 AERIAL PL NORTHEAST,"CALGARY
AB",T2E 3J1,CANADA,'AT252860006000010626003'
12 Oct 2025,13 Oct 2025,WESTJET AIRLINES 340020 CALGARY,52.50,,,,TICKET NUMBER:  83844211784454          PASSENGER NAME: ZHANG/HONG MRS,WESTJET AIRLINES 340020 CALGARY,22 AERIAL PL NORTHEAST,"CALGARY
AB",T2E 3J1,CANADA,'AT252860006000010626004'
11 Oct 2025,11 Oct 2025,FELIX HEALTH INC.       TORONTO,307.81,,,,,FELIX HEALTH INC.       TORONTO,80 MITCHELL AVE,"TORONTO
ON",M6J 1C1,CANADA,'AT252840006000010701834'
10 Oct 2025,10 Oct 2025,"CURSOR, AI POWERED IDE  NEW YORK",28.71,20.00 USD,,1.4355,,"CURSOR, AI POWERED IDE  NEW YORK","2261 MARKET ST
STE 86466","SAN FRANCISCO
CA",94114,UNITED STATES,'AT252830006000010642609'
10 Oct 2025,11 Oct 2025,ESSO CIRCLE K 0302      TORONTO,65.42,,,,,ESSO CIRCLE K 0302      TORONTO,553 LAKESHORE BLVD WEST,"TORONTO
ON",M5V 1A6,CANADA,'AT252840006000010758544'
10 Oct 2025,11 Oct 2025,HEY I AM YOGOST 001     TORONTO,10.74,,,,,HEY I AM YOGOST 001     TORONTO,674 YONGE ST,"TORONTO
ON",M4Y 2A6,CANADA,'AT252840006000010731373'
10 Oct 2025,11 Oct 2025,HOLY COW STEAK HOUSE 00 TORONTO,20.78,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT252840006000010728566'
09 Oct 2025,10 Oct 2025,IKEA ETOBICOKE          ETOBICOKE,27.09,,,,,IKEA ETOBICOKE          ETOBICOKE,1475 THE QUEENSWAY,"ETOBICOKE
ON",M8Z 1T3,CANADA,'AT252830006000010688760'
09 Oct 2025,10 Oct 2025,IKKOUSHA RAMEN CHICKEN  TORONTO,40.28,,,,,IKKOUSHA RAMEN CHICKEN  TORONTO,257 QUEEN ST WEST,"TORONTO
ON",M5V 1Z4,CANADA,'AT252830006000010697652'
09 Oct 2025,10 Oct 2025,RABBA FINE FOODS #171   TORONTO,8.18,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT252830006000010662118'
08 Oct 2025,08 Oct 2025,2403384 ONTARIO LIMITED CALEDON,13.55,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT252810006000010640300'
08 Oct 2025,09 Oct 2025,AMAZON.CA               866-216-1072,-106.21,,,,,AMAZON.CA               866-216-1072,"SUITE 2700
1133 MELVILLE STREET","VANCOUVER
BC",V6E 4E5,CANADA,'AT252820006000010633281'
08 Oct 2025,09 Oct 2025,AMZN MKTP CA*NF1RY4Q70  866-216-1072,225.99,,,,,AMZN MKTP CA*NF1RY4Q70  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT252820006000010627642'
08 Oct 2025,09 Oct 2025,HEY I AM YOGOST 001     TORONTO,20.22,,,,,HEY I AM YOGOST 001     TORONTO,674 YONGE ST,"TORONTO
ON",M4Y 2A6,CANADA,'AT252820006000010682126'
08 Oct 2025,09 Oct 2025,HOLY COW STEAK HOUSE 00 TORONTO,24.68,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT252820006000010627805'
08 Oct 2025,08 Oct 2025,RABBA FINE FOODS #171   TORONTO,7.19,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT252810006000010627350'
08 Oct 2025,09 Oct 2025,SP CASPER               BRAMPTON,2121.98,,,,,SP CASPER               BRAMPTON,7920 AIRPORT RD,"BRAMPTON
ON",L6T 4L7,CANADA,'AT252820006000010655513'
07 Oct 2025,08 Oct 2025,7271161 - WANDER 62765  CALGARY,6.08,,,,,7271161 - WANDER 62765  CALGARY,2000 AIRPORT RD NORTHEAST,"CALGARY
AB",T2E 6W5,CANADA,'AT252810006000010643491'
07 Oct 2025,08 Oct 2025,MUCHO BURRITO - 2335 41 CALGARY,15.91,,,,,MUCHO BURRITO - 2335 41 CALGARY,2000 AIRPORT RD NORTHEAST,"CALGARY
AB",T2E 6W5,CANADA,'AT252810006000010621597'
07 Oct 2025,08 Oct 2025,MUCHO BURRITO - 2335 41 CALGARY,20.53,,,,,MUCHO BURRITO - 2335 41 CALGARY,2000 AIRPORT RD NORTHEAST,"CALGARY
AB",T2E 6W5,CANADA,'AT252810006000010621596'
