Date,Date Processed,Description,Amount,Foreign Spend Amount,Commission,Exchange Rate,Additional Information,Merchant,Address,City / Province,Postal Code,Country,Reference
03 Jun 2025,04 Jun 2025,HOLY COW STEAK HOUSE 00 TORONTO,20.78,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT251550006000010564504'
02 Jun 2025,03 Jun 2025,AMAZON.CA*N61O56IH2     AMAZON.CA,90.37,,,,,AMAZON.CA*N61O56IH2     AMAZON.CA,"SUITE 2700
1133 MELVILLE STREET","VANCOUVER
BC",V6E 4E5,CANADA,'AT251540006000010606209'
02 Jun 2025,03 Jun 2025,AMZN MKTP CA*N631W3WM2  WWW.AMAZON.CA,19.20,,,,,AMZN MKTP CA*N631W3WM2  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251540006000010583952'
02 Jun 2025,03 Jun 2025,AMZN MKTP CA*N63C00EC1  WWW.AMAZON.CA,20.33,,,,,AMZN MKTP CA*N63C00EC1  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251540006000010567013'
02 Jun 2025,02 Jun 2025,SP ARDUINO ONLINE SH    BOSTON,285.02,201.02 USD,,1.41787,,SP ARDUINO ONLINE SH    BOSTON,"10 ST JAMES AVE
FL 11","BOSTON
MA",02116,UNITED STATES,'AT251530006000010644127'
02 Jun 2025,03 Jun 2025,SP CO2 METER            ORMOND BEACH,413.16,,,,,SP CO2 METER            ORMOND BEACH,131 BUSINESS CTR DR STE A3,"ORMOND BEACH
FL",32174,UNITED STATES,'AT251540006000010599835'
01 Jun 2025,02 Jun 2025,ADAFRUIT ELECTRONICS    BROOKLYN,236.88,167.07 USD,,1.41785,,ADAFRUIT ELECTRONICS    BROOKLYN,"168 39TH ST
STE 1905CC","BROOKLYN
NY",11232,UNITED STATES,'AT251530006000010647130'
01 Jun 2025,02 Jun 2025,AMZN MKTP CA*N650J3262  WWW.AMAZON.CA,32.75,,,,,AMZN MKTP CA*N650J3262  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251530006000010610305'
01 Jun 2025,01 Jun 2025,RABBA FINE FOODS #171   TORONTO,16.54,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT251520006000010731932'
31 May 2025,02 Jun 2025,MCDONALD'S #40206       NORTH YORK,20.98,,,,,MCDONALD'S #40206       NORTH YORK,3929 KEELE ST,"NORTH YORK
ON",M3J 1N6,CANADA,'AT251530006000010631990'
30 May 2025,01 Jun 2025,FEDEX-YBZ               TORONTO,34.11,,,,,FEDEX-YBZ               TORONTO,"215 LAKESHORE BLVD
EAST","TORONTO
ON",M5A 3W9,CANADA,'AT251520006000010715402'
30 May 2025,31 May 2025,HOLY COW STEAK HOUSE 00 TORONTO,24.68,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT251510006000010656568'
29 May 2025,29 May 2025,2403384 ONTARIO LIMITED CALEDON,20.11,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT251490006000010583752'
29 May 2025,30 May 2025,AMZN MKTP CA*NN6UG25O0  WWW.AMAZON.CA,13.55,,,,,AMZN MKTP CA*NN6UG25O0  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251500006000010563226'
28 May 2025,29 May 2025,AMZN MKTP CA*N69ZM93A2  WWW.AMAZON.CA,9.03,,,,,AMZN MKTP CA*N69ZM93A2  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251490006000010608062'
28 May 2025,29 May 2025,NEW WOK NEW WOK         TORONTO,17.52,,,,,NEW WOK NEW WOK         TORONTO,100 KING ST WEST,"TORONTO
ON",M5X 2A1,CANADA,'AT251490006000010576155'
28 May 2025,28 May 2025,PAYMENT RECEIVED - THANK YOU,-3043.00,,,,,PAYMENT RECEIVED - THANK YOU,,,,,'10000000010527999842650'
28 May 2025,29 May 2025,TIM HORTONS #3143       TORONTO,5.40,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT251490006000010600504'
27 May 2025,28 May 2025,AMAZON.CA*NN2SP1YG2     AMAZON.CA,19.18,,,,,AMAZON.CA*NN2SP1YG2     AMAZON.CA,"SUITE 2700
1133 MELVILLE STREET","VANCOUVER
BC",V6E 4E5,CANADA,'AT251480006000010588130'
27 May 2025,27 May 2025,AMAZON.CA*NN8N61410     AMAZON.CA,36.42,,,,,AMAZON.CA*NN8N61410     AMAZON.CA,"SUITE 2700
1133 MELVILLE STREET","VANCOUVER
BC",V6E 4E5,CANADA,'AT251470006000010561412'
27 May 2025,28 May 2025,AMZN MKTP CA*NN0PL8EE1  WWW.AMAZON.CA,27.10,,,,,AMZN MKTP CA*NN0PL8EE1  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251480006000010551470'
27 May 2025,28 May 2025,AMZN MKTP CA*NN2TB4Y42  WWW.AMAZON.CA,29.36,,,,,AMZN MKTP CA*NN2TB4Y42  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251480006000010588352'
27 May 2025,28 May 2025,AMZN MKTP CA*NN36G83C0  WWW.AMAZON.CA,13.55,,,,,AMZN MKTP CA*NN36G83C0  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251480006000010587391'
27 May 2025,27 May 2025,AMZN MKTP CA*NN3TO5WG2  WWW.AMAZON.CA,39.53,,,,,AMZN MKTP CA*NN3TO5WG2  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251470006000010544270'
27 May 2025,28 May 2025,AMZN MKTP CA*NN4436NO0  WWW.AMAZON.CA,100.01,,,,,AMZN MKTP CA*NN4436NO0  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251480006000010551383'
27 May 2025,28 May 2025,AMZN MKTP CA*NN94X8YL2  WWW.AMAZON.CA,10.17,,,,,AMZN MKTP CA*NN94X8YL2  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251480006000010588097'
27 May 2025,27 May 2025,FELIX HEALTH INC.       TORONTO,320.65,,,,,FELIX HEALTH INC.       TORONTO,80 MITCHELL AVE,"TOROTNO
ON",M6J 1C1,CANADA,'AT251470006000010531681'
26 May 2025,26 May 2025,DHL EXPRESS ADC QC      905-861-3540,29.66,,,,,DHL EXPRESS ADC QC      905-861-3540,18 PARKSHORE DR,"BRAMPTON
ON",L6T 5M1,CANADA,'AT251460006000010601780'
25 May 2025,26 May 2025,AUDIBLE CA*NZ0GC0990    AMZN.COM/BILL,10.49,,,,,AUDIBLE CA*NZ0GC0990    AMZN.COM/BILL,1 WASHINGTON PARK STE 1600,"NEWARK
NJ",07102,UNITED STATES,'AT251460006000010553574'
25 May 2025,26 May 2025,FELIX HEALTH INC.       TORONTO,40.00,,,,,FELIX HEALTH INC.       TORONTO,80 MITCHELL AVE,"TOROTNO
ON",M6J 1C1,CANADA,'AT251460006000010564332'
25 May 2025,25 May 2025,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68,,,,,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT251450006000010673666'
23 May 2025,24 May 2025,CHICKQUEEN 001          MISSISSAUGA,10.16,,,,,CHICKQUEEN 001          MISSISSAUGA,247 QUEENSTREET WEST,"TORONTO
ON",M5V 1Z4,CANADA,'AT251440006000010605019'
23 May 2025,24 May 2025,DKC DIGI-KEY CORP       218-681-6674,208.87,,,,,DKC DIGI-KEY CORP       218-681-6674,701 BRKS AVE SOUTH,"THIEF RIVER FALLS
MN",56701,UNITED STATES,'AT251440006000010609858'
23 May 2025,24 May 2025,HOLY COW STEAK HOUSE 00 TORONTO,24.68,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT251440006000010645191'
23 May 2025,24 May 2025,RABBA FINE FOODS #171   TORONTO,15.36,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT251440006000010600013'
22 May 2025,23 May 2025,DIGI-KEY CORPORATION    800-344-4539,167.86,117.90 USD,,1.42375,,DIGI-KEY CORPORATION    800-344-4539,701 BRKS AVE SOUTH,"THIEF RIVER FALLS
MN",56701-2757,UNITED STATES,'AT251430005000010569403'
22 May 2025,24 May 2025,GOOGLE *FITBIT LLC      G.CO/HELPPAY#,14.68,,,,,GOOGLE *FITBIT LLC      G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT251440006000010610396'
22 May 2025,24 May 2025,PPL THE WELL PARKING    TORONTO,10.00,,,,,PPL THE WELL PARKING    TORONTO,444 FRONT ST WEST,"TORONTO
ON",M5V 2S9,CANADA,'AT251440006000010629706'
22 May 2025,23 May 2025,TST-GUS TACOS- THE WEL  TORONTO,14.69,,,,,TST-GUS TACOS- THE WEL  TORONTO,"486 FRONT ST WEST
UNIT WM 33","TORONTO
ON",M5V 0V2,CANADA,'AT251430005000010560570'
21 May 2025,22 May 2025,SP AM0MENT_-BOOKS       TORONTO,40.66,,,,,SP AM0MENT_-BOOKS       TORONTO,25 TELEGRAM MEWS,"TORONTO
ON",M5V 3Z1,CANADA,'AT251420006000010547306'
21 May 2025,22 May 2025,TIM HORTONS #3143       TORONTO,5.28,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT251420006000010573968'
20 May 2025,21 May 2025,ADAFRUIT ELECTRONICS    BROOKLYN,115.03,80.37 USD,,1.43126,,ADAFRUIT ELECTRONICS    BROOKLYN,"168 39TH ST
STE 1905CC","BROOKLYN
NY",11232,UNITED STATES,'AT251410005000010539145'
20 May 2025,21 May 2025,NEW WOK NEW WOK         TORONTO,17.52,,,,,NEW WOK NEW WOK         TORONTO,100 KING ST WEST,"TORONTO
ON",M5X 2A1,CANADA,'AT251410005000010554804'
19 May 2025,19 May 2025,APPLE.COM/BILL          TORONTO,4.51,,,,,APPLE.COM/BILL          TORONTO,120 BREMNER BLVD,"TORONTO
ON",M5J 0A8,CANADA,'AT251390006000010587641'
18 May 2025,19 May 2025,MILNE DAM CONSERVATION  MARKHAM,12.00,,,,,MILNE DAM CONSERVATION  MARKHAM,8251 MCCOWAN RD,"MARKHAM
ON",L3P 3J3,CANADA,'AT251390006000010593079'
17 May 2025,17 May 2025,NETFLIX.COM             866-716-0414,9.03,,,,,NETFLIX.COM             866-716-0414,"1200 WATERFRONT CTR
200 BURRARD ST","VANCOUER
BC",V7X 1T2,CANADA,'AT251370006000010679670'
17 May 2025,18 May 2025,TIM HORTONS #3143       TORONTO,8.90,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT251380006000010662276'
16 May 2025,17 May 2025,AMZN MKTP CA*NZ3AI8PU2  WWW.AMAZON.CA,27.11,,,,,AMZN MKTP CA*NZ3AI8PU2  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251370006000010683804'
16 May 2025,16 May 2025,PAYMENT RECEIVED - THANK YOU,-3598.76,,,,,PAYMENT RECEIVED - THANK YOU,,,,,'AT251360003000010016903'
16 May 2025,17 May 2025,YOMIE'S RICE X YOGUR    SCARBOROUGH,7.90,,,,,YOMIE'S RICE X YOGUR    SCARBOROUGH,"UNIT 6 4188 FINCH AVE
EAST","SCARBOROUGH
ON",M1S 4T6,CANADA,'AT251370006000010682054'
15 May 2025,16 May 2025,AMAZON.CA*NZ95L1AI2     AMAZON.CA,71.18,,,,,AMAZON.CA*NZ95L1AI2     AMAZON.CA,"SUITE 2700
1133 MELVILLE STREET","VANCOUVER
BC",V6E 4E5,CANADA,'AT251360006000010636874'
15 May 2025,16 May 2025,HOLY COW STEAK HOUSE 00 TORONTO,25.98,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT251360006000010580397'
14 May 2025,15 May 2025,NEW WOK NEW WOK         TORONTO,17.52,,,,,NEW WOK NEW WOK         TORONTO,100 KING ST WEST,"TORONTO
ON",M5X 2A1,CANADA,'AT251350005000010586963'
14 May 2025,15 May 2025,TIM HORTONS #3143       TORONTO,2.40,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT251350005000010596000'
13 May 2025,14 May 2025,AMZN MKTP CA*NW5HT4IF2  WWW.AMAZON.CA,40.66,,,,,AMZN MKTP CA*NW5HT4IF2  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251340006000010558550'
13 May 2025,14 May 2025,NEW WOK NEW WOK         TORONTO,17.52,,,,,NEW WOK NEW WOK         TORONTO,100 KING ST WEST,"TORONTO
ON",M5X 2A1,CANADA,'AT251340006000010549089'
12 May 2025,12 May 2025,2403384 ONTARIO LIMITED CALEDON,13.10,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT251320006000010577737'
12 May 2025,13 May 2025,AMZN MKTP CA*NI0GH8KF0  WWW.AMAZON.CA,19.70,,,,,AMZN MKTP CA*NI0GH8KF0  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT251330006000010567907'
12 May 2025,12 May 2025,GOOGLE *DOW JONES       G.CO/HELPPAY#,48.50,,,,,GOOGLE *DOW JONES       G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT251320006000010601138'
12 May 2025,13 May 2025,RABBA FINE FOODS #171   TORONTO,14.04,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT251330006000010532464'
12 May 2025,13 May 2025,WWW.PISHOP.CA           NEPEAN,185.27,,,,,WWW.PISHOP.CA           NEPEAN,9 190 COLONNADE RD,"NEPEAN
ON",K2E 7J5,CANADA,'AT251330006000010547169'
11 May 2025,13 May 2025,SHELL C45034            BRANTFORD,62.91,,,,,SHELL C45034            BRANTFORD,"400 4TH AVE SOUTHWEST RM
SC 24","CALGARY
AB",T2P 2H5,CANADA,'AT251330006000010572511'
11 May 2025,12 May 2025,TIM HORTONS #3143       TORONTO,17.61,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT251320006000010605443'
10 May 2025,10 May 2025,"CURSOR, AI POWERED IDE  NEW YORK",28.56,20.00 USD,,1.428,,"CURSOR, AI POWERED IDE  NEW YORK","2261 MARKET ST
STE 86466","SAN FRANCISCO
CA",94114,UNITED STATES,'AT251300006000010656033'
09 May 2025,10 May 2025,CHIPOTLE #2142          TORONTO,16.72,,,,,CHIPOTLE #2142          TORONTO,1072 DON MILLS RD,"TORONTO
ON",M4P 2C9,CANADA,'AT251300006000010648721'
09 May 2025,10 May 2025,TORONTO PARKING AUTHORI TORONTO,8.00,,,,,TORONTO PARKING AUTHORI TORONTO,"33 QUEEN ST
EAST","TORONTO
ON",M5C 1R5,CANADA,'AT251300006000010610321'
08 May 2025,09 May 2025,HOLY COW STEAK HOUSE 00 TORONTO,83.17,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT251290006000010587849'
