Date,Date Processed,Description,Amount,Foreign Spend Amount,Commission,Exchange Rate,Additional Information,Merchant,Address,City / Province,Postal Code,Country,Reference
02 Mar 2026,02 Mar 2026,INFLUXDATA              SAN FRANCISCO,405.31,288.91 USD,,1.40289,,INFLUXDATA              SAN FRANCISCO,548 MARKET ST,"SAN FRANCISCO
CA",94104,UNITED STATES,'AT260610006000010700343'
01 Mar 2026,01 Mar 2026,GOOGLE *CLOUD V8T3HW    G.CO/HELPPAY#,136.67,,,,,GOOGLE *CLOUD V8T3HW    G.CO/HELPPAY#,"1959 UPPER WATER ST
SUITE 900",NOVA SCOTIA,B3J 3N2,CANADA,'AT260600006000010869509'
01 Mar 2026,02 Mar 2026,SHELL C08641            SCARBOROUGH,71.17,,,,,SHELL C08641            SCARBOROUGH,"400 4TH AVE SOUTHWEST RM
SC 24","CALGARY
AB",T2P 2H5,CANADA,'AT260610006000010669558'
28 Feb 2026,02 Mar 2026,ADAFRUIT ELECTRONICS    BROOKLYN,399.97,285.10 USD,,1.40291,,ADAFRUIT ELECTRONICS    BROOKLYN,"168 39TH ST
STE 1905CC","BROOKLYN
NY",11232,UNITED STATES,'AT260610006000010683355'
28 Feb 2026,01 Mar 2026,AMZN MKTP CA*BE11T47K2  866-216-1072,63.27,,,,,AMZN MKTP CA*BE11T47K2  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260600006000010868628'
28 Feb 2026,28 Feb 2026,CINEPLEX #8030 WEB QP   TORONTO,37.86,,,,,CINEPLEX #8030 WEB QP   TORONTO,1303 YONGE ST,"TORONTO
ON",M4T 2Y9,CANADA,'AT260590006000010812050'
28 Feb 2026,01 Mar 2026,COCA COLA BRAMPTON ON 0 BRAMPTON,5.75,,,,,COCA COLA BRAMPTON ON 0 BRAMPTON,15 WESTCREEK BLVD,"BRAMPTON
ON",L6T 5T4,CANADA,'AT260600006000010828457'
28 Feb 2026,28 Feb 2026,PAYMENT RECEIVED - THANK YOU,-10257.59,,,,,PAYMENT RECEIVED - THANK YOU,,,,,'10000000010227999838990'
28 Feb 2026,01 Mar 2026,UNCLE TETSU CANADA 2080 TORONTO,4.46,,,,,UNCLE TETSU CANADA 2080 TORONTO,595 BAY ST,"TORONTO
ON",M5G 2C2,CANADA,'AT260600006000010848547'
27 Feb 2026,28 Feb 2026,THE INFORMATION         SAN FRANCISCO,63.11,44.99 USD,,1.40276,,THE INFORMATION         SAN FRANCISCO,"1 POST ST
SUITE 1050","SAN FRANCISCO
CA",94104,UNITED STATES,'AT260590006000010787747'
26 Feb 2026,26 Feb 2026,2403384 ONTARIO LIMITED CALEDON,18.64,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT260570006000010629100'
26 Feb 2026,27 Feb 2026,TIM HORTONS #3143       TORONTO,7.90,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT260580006000010647058'
25 Feb 2026,26 Feb 2026,"AUDIBLE, INC*KX5UQ0HP3  AMZN.COM/BILL",9.44,,,,,"AUDIBLE, INC*KX5UQ0HP3  AMZN.COM/BILL",1 WASHINGTON PARK STE 1600,"NEWARK
NJ",07102,UNITED STATES,'AT260570006000010623489'
25 Feb 2026,26 Feb 2026,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68,,,,,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT260570006000010651691'
24 Feb 2026,24 Feb 2026,2403384 ONTARIO LIMITED CALEDON,16.04,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT260550006000010588394'
24 Feb 2026,25 Feb 2026,REXALL PHARMACY #8141 T TORONTO,135.97,,,,,REXALL PHARMACY #8141 T TORONTO,"UNIT 120
250 UNIVERSITY AVE","TORONTO
ON",M5H 3E5,CANADA,'AT260560006000010622510'
23 Feb 2026,23 Feb 2026,2403384 ONTARIO LIMITED CALEDON,15.98,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT260540006000010638315'
21 Feb 2026,22 Feb 2026,APPLE.COM/BILL          TORONTO,19.20,,,,,APPLE.COM/BILL          TORONTO,120 BREMNER BLVD,"TORONTO
ON",M5J 0A8,CANADA,'AT260530006000010731769'
21 Feb 2026,22 Feb 2026,HEY I AM YOGOST 001     TORONTO,11.87,,,,,HEY I AM YOGOST 001     TORONTO,674 YONGE ST,"TORONTO
ON",M4Y 2A6,CANADA,'AT260530006000010721156'
21 Feb 2026,22 Feb 2026,RABBA FINE FOODS #171   TORONTO,17.93,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT260530006000010710730'
21 Feb 2026,22 Feb 2026,UNIQLO CANADA           TORONTO,90.46,,,,,UNIQLO CANADA           TORONTO,"220 YONGE ST
SUITE WEST LNM","TORONTO
ON",M5B 2H1,CANADA,'AT260530006000010732854'
20 Feb 2026,20 Feb 2026,AMZN MKTP CA            866-216-1072,-119.77,,,,,AMZN MKTP CA            866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260510006000010621686'
20 Feb 2026,21 Feb 2026,RABBA FINE FOODS #171   TORONTO,16.48,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT260520006000010665897'
20 Feb 2026,21 Feb 2026,TIM HORTONS #3143       TORONTO,6.08,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT260520006000010666189'
19 Feb 2026,19 Feb 2026,APPLE.COM/BILL          TORONTO,4.51,,,,,APPLE.COM/BILL          TORONTO,120 BREMNER BLVD,"TORONTO
ON",M5J 0A8,CANADA,'AT260500006000010589327'
19 Feb 2026,20 Feb 2026,Montfort Mediterranean  BURLINGTON,38.00,,,,,Montfort Mediterranean  BURLINGTON,796 BRANT ST,"BURLINGTON
ON",L7L 5Y6,CANADA,'AT260510006000010642748'
17 Feb 2026,17 Feb 2026,AMZN MKTP CA*MG63W9AX3  866-216-1072,25.10,,,,,AMZN MKTP CA*MG63W9AX3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260480006000010612166'
17 Feb 2026,17 Feb 2026,AMZN MKTP CA*T42L459D3  866-216-1072,50.58,,,,,AMZN MKTP CA*T42L459D3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260480006000010622687'
17 Feb 2026,17 Feb 2026,NETFLIX.COM             844-505-2993,9.03,,,,,NETFLIX.COM             844-505-2993,"1200 WATERFRONT CTR
200 BURRARD ST","VANCOUER
BC",V7X 1T2,CANADA,'AT260480006000010624298'
16 Feb 2026,16 Feb 2026,AMZN MKTP CA*B101D5U02  866-216-1072,24.96,,,,,AMZN MKTP CA*B101D5U02  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260470006000010664647'
15 Feb 2026,16 Feb 2026,AMZN MKTP CA*2088961M3  866-216-1072,70.02,,,,,AMZN MKTP CA*2088961M3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260470006000010661742'
15 Feb 2026,16 Feb 2026,AMZN MKTP CA*D66NA2VX3  866-216-1072,41.70,,,,,AMZN MKTP CA*D66NA2VX3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260470006000010661725'
15 Feb 2026,16 Feb 2026,AMZN MKTP CA*NZ19E7Z93  866-216-1072,54.61,,,,,AMZN MKTP CA*NZ19E7Z93  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260470006000010695855'
15 Feb 2026,16 Feb 2026,AMZN MKTP CA*Q813A3LW3  866-216-1072,15.81,,,,,AMZN MKTP CA*Q813A3LW3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260470006000010697133'
15 Feb 2026,16 Feb 2026,D J*WSJ                 800-568-7625,4.52,,,,,D J*WSJ                 800-568-7625,1211 AVE OF THE AMERICAS FL 7,"NEW YORK
NY",10036,UNITED STATES,'AT260470006000010673729'
15 Feb 2026,16 Feb 2026,MOBIL@ 4155 GAS STN     SIMCOE,64.20,,,,,MOBIL@ 4155 GAS STN     SIMCOE,"125 QUEENSWAY DR
EAST","SIMCOE
ON",N3Y 4M5,CANADA,'AT260470006000010690688'
13 Feb 2026,14 Feb 2026,AMZN MKTP CA*AO31K2993  866-216-1072,19.78,,,,,AMZN MKTP CA*AO31K2993  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260450006000010746836'
13 Feb 2026,14 Feb 2026,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,31.64,,,,,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,548 MARKET ST,"SAN FRANCISCO
CA",94107,UNITED STATES,'AT260450006000010735029'
13 Feb 2026,14 Feb 2026,KFC # 1587 KFC # 1587   SIMCOE,21.46,,,,,KFC # 1587 KFC # 1587   SIMCOE,"154 QUEENSWAY
EAST","SIMCOE
ON",N3Y 0A8,CANADA,'AT260450006000010732302'
13 Feb 2026,14 Feb 2026,SECURITY NATIONAL INSU  MONTREAL,193.08,,,,,SECURITY NATIONAL INSU  MONTREAL,"50 PL CREMAZIE
12TH FLOOR","MONTREAL
QC",H2P 1B6,CANADA,'AT260450006000010775166'
12 Feb 2026,13 Feb 2026,AMZN MKTP CA*2E35N09O3  866-216-1072,45.19,,,,,AMZN MKTP CA*2E35N09O3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260440006000010679152'
12 Feb 2026,13 Feb 2026,AMZN MKTP CA*2Q5LQ1JB3  866-216-1072,15.10,,,,,AMZN MKTP CA*2Q5LQ1JB3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260440006000010679128'
12 Feb 2026,13 Feb 2026,AMZN MKTP CA*5V7LC4QM3  866-216-1072,22.46,,,,,AMZN MKTP CA*5V7LC4QM3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260440006000010679290'
11 Feb 2026,12 Feb 2026,SWISS CHALET 1958       SIMCOE,26.61,,,,,SWISS CHALET 1958       SIMCOE,"101 QUEENSWAY
EAST","SIMCOE
ON",N3Y 4M5,CANADA,'AT260430005000010651910'
10 Feb 2026,11 Feb 2026,AMZN MKTP CA*UL3TP9BR3  866-216-1072,15.81,,,,,AMZN MKTP CA*UL3TP9BR3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260420006000010635095'
10 Feb 2026,11 Feb 2026,AMZN MKTP CA*X446Q9H03  866-216-1072,45.18,,,,,AMZN MKTP CA*X446Q9H03  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260420006000010588586'
10 Feb 2026,10 Feb 2026,"CURSOR, AI POWERED IDE  NEW YORK",31.64,22.60 USD,,1.4,,"CURSOR, AI POWERED IDE  NEW YORK","2261 MARKET ST
STE 86466","SAN FRANCISCO
CA",94114,UNITED STATES,'AT260410006000010606159'
09 Feb 2026,10 Feb 2026,AMZN MKTP CA*2H25D66C3  866-216-1072,67.79,,,,,AMZN MKTP CA*2H25D66C3  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260410006000010612066'
09 Feb 2026,11 Feb 2026,KFC # 1587 KFC # 1587   SIMCOE,12.98,,,,,KFC # 1587 KFC # 1587   SIMCOE,"154 QUEENSWAY
EAST","SIMCOE
ON",N3Y 0A8,CANADA,'AT260420006000010594303'
09 Feb 2026,11 Feb 2026,SHOPPERS DRUG MART #115 SIMCOE,77.73,,,,,SHOPPERS DRUG MART #115 SIMCOE,"470 NORFOLK ST
NORTH","SIMCOE
ON",N3Y 3P7,CANADA,'AT260420006000010592452'
09 Feb 2026,10 Feb 2026,SQUARE ONE INSURANCE S  VANCOUVER,16.34,,,,,SQUARE ONE INSURANCE S  VANCOUVER,"650 WEST GEORGIA ST
SUITE 1410","VANCOUVER
BC",V6B 4N8,CANADA,'AT260410006000010625075'
08 Feb 2026,08 Feb 2026,AMZN MKTP CA            866-216-1072,-145.76,,,,,AMZN MKTP CA            866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260390006000010772158'
08 Feb 2026,08 Feb 2026,AMZN MKTP CA            866-216-1072,-119.77,,,,,AMZN MKTP CA            866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT260390006000010771770'
08 Feb 2026,09 Feb 2026,SP INDOOR FARMER        WATERLOO,355.88,,,,,SP INDOOR FARMER        WATERLOO,"10 WYMAN RD
6","WATERLOO
ON",N2V 1K7,CANADA,'AT260400007000010633334'
08 Feb 2026,09 Feb 2026,STAPLES 450             THORNHILL,1.53,,,,,STAPLES 450             THORNHILL,32 STEELES AVE WEST,"THORNHILL
ON",L4J 1A1,CANADA,'AT260400007000010653353'
07 Feb 2026,09 Feb 2026,BLACK + BLUE TORONTO    TORONTO,214.68,,,,,BLACK + BLUE TORONTO    TORONTO,"130 KING ST WEST
UNIT SW12","TORONTO
ON",M5X 2A2,CANADA,'AT260400007000010651144'
