Date,Date Processed,Description,Amount,Foreign Spend Amount,Commission,Exchange Rate,Additional Information,Merchant,Address,City / Province,Postal Code,Country,Reference
28 Apr 2026,28 Apr 2026,AMZN MKTP CA*BS02N5IE1  866-216-1072,39.76,,,,,AMZN MKTP CA*BS02N5IE1  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT261180006000010731661'
28 Apr 2026,29 Apr 2026,JIMMY THE GREEK #5 001  TORONTO,26.81,,,,,JIMMY THE GREEK #5 001  TORONTO,220 YONGE ST,"TORONTO
ON",M5B 2H1,CANADA,'AT261190006000010749768'
28 Apr 2026,29 Apr 2026,NYTIMES DISC*           800-698-4637,2.26,,,,,NYTIMES DISC*           800-698-4637,620 EIGHTH AVE,"NEW YORK
NY",10018,UNITED STATES,'AT261190006000010751565'
28 Apr 2026,28 Apr 2026,PAYMENT RECEIVED - THANK YOU,-5838.54,,,,,PAYMENT RECEIVED - THANK YOU,,,,,'10000000010427999837390'
28 Apr 2026,29 Apr 2026,WETZELS PRETZELS - 4117 TORONTO,10.16,,,,,WETZELS PRETZELS - 4117 TORONTO,"218 YONGE ST
UNIT H030B","TORONTO
ON",M5B 2H6,CANADA,'AT261190006000010753248'
27 Apr 2026,27 Apr 2026,2403384 ONTARIO LIMITED CALEDON,10.39,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT261170006000010788644'
27 Apr 2026,28 Apr 2026,MY DOSA PLACE 001       TORONTO,7.33,,,,,MY DOSA PLACE 001       TORONTO,"12 QUEENS QUAY
UNIT 106","TORONTO
ON",M5J 2V7,CANADA,'AT261180006000010720880'
27 Apr 2026,28 Apr 2026,SHAWARMA WEST 001       TORONTO,21.46,,,,,SHAWARMA WEST 001       TORONTO,8 YORK ST,"TORONTO
ON",M5J 2Y2,CANADA,'AT261180006000010718691'
26 Apr 2026,27 Apr 2026,HEY I AM YOGOST 001     TORONTO,11.24,,,,,HEY I AM YOGOST 001     TORONTO,674 YONGE ST,"TORONTO
ON",M4Y 2A6,CANADA,'AT261170006000010786418'
25 Apr 2026,26 Apr 2026,"AUDIBLE, INC*OT91E2TR3  AMZN.COM/BILL",9.44,,,,,"AUDIBLE, INC*OT91E2TR3  AMZN.COM/BILL",1 WASHINGTON PARK STE 1600,"NEWARK
NJ",07102,UNITED STATES,'AT261160006000010890050'
25 Apr 2026,26 Apr 2026,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68,,,,,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,"SUITE 900
1959 UPPER WATER STREET","HALIFAX
NS",B3J 3N2,CANADA,'AT261160006000010838506'
24 Apr 2026,25 Apr 2026,THE INFORMATION         SAN FRANCISCO,63.25,44.99 USD,,1.40587,,THE INFORMATION         SAN FRANCISCO,"1 POST ST
SUITE 1050","SAN FRANCISCO
CA",94104,UNITED STATES,'AT261150006000010837468'
23 Apr 2026,24 Apr 2026,MARUTI CONVENIENCE PORT PORT DOVER,79.74,,,,,MARUTI CONVENIENCE PORT PORT DOVER,511 MAIN ST,"PORT DOVER
ON",N0A 1N0,CANADA,'AT261140006000010777431'
22 Apr 2026,23 Apr 2026,KFC # 1587 KFC # 1587   SIMCOE,10.05,,,,,KFC # 1587 KFC # 1587   SIMCOE,"154 QUEENSWAY
EAST","SIMCOE
ON",N3Y 0A8,CANADA,'AT261130006000010708351'
21 Apr 2026,22 Apr 2026,APPLE.COM/BILL          TORONTO,19.20,,,,,APPLE.COM/BILL          TORONTO,120 BREMNER BLVD,"TORONTO
ON",M5J 0A8,CANADA,'AT261120005000010708948'
21 Apr 2026,23 Apr 2026,SHOPPERS DRUG MART #115 SIMCOE,154.17,,,,,SHOPPERS DRUG MART #115 SIMCOE,"470 NORFOLK ST
NORTH","SIMCOE
ON",N3Y 3P7,CANADA,'AT261130006000010706335'
20 Apr 2026,21 Apr 2026,AMAZON.CA PRIME MEMBER  AMAZON.CA/PRI,111.87,,,,,AMAZON.CA PRIME MEMBER  AMAZON.CA/PRI,"SUITE 2700
1133 MELVILLE STREET","VANCOUVER
BC",V6E 4E5,CANADA,'AT261110006000010734583'
20 Apr 2026,21 Apr 2026,FIVE STAR NORTH AMERICA CALGARY,14.11,,,,,FIVE STAR NORTH AMERICA CALGARY,"148 NORTH QUEEN ST
56","ETOBICOKE
ON",M9C 1A8,CANADA,'AT261110006000010725352'
20 Apr 2026,22 Apr 2026,FRESHII-CALLOWAY CENTRE ETOBICOKE,19.75,,,,,FRESHII-CALLOWAY CENTRE ETOBICOKE,150 NORTH QUEEN ST,"ETOBICOKE
ON",M9C 1A8,CANADA,'AT261120005000010690743'
20 Apr 2026,21 Apr 2026,NEW WOK NEW WOK         TORONTO,20.00,,,,,NEW WOK NEW WOK         TORONTO,100 KING ST WEST,"TORONTO
ON",M5X 2A1,CANADA,'AT261110006000010714544'
19 Apr 2026,19 Apr 2026,APPLE.COM/BILL          TORONTO,4.51,,,,,APPLE.COM/BILL          TORONTO,120 BREMNER BLVD,"TORONTO
ON",M5J 0A8,CANADA,'AT261090005000010921653'
19 Apr 2026,20 Apr 2026,SHAWARMA WEST 001       TORONTO,21.46,,,,,SHAWARMA WEST 001       TORONTO,8 YORK ST,"TORONTO
ON",M5J 2Y2,CANADA,'AT261100006000010724665'
18 Apr 2026,19 Apr 2026,SHAWARMA WEST 001       TORONTO,20.33,,,,,SHAWARMA WEST 001       TORONTO,8 YORK ST,"TORONTO
ON",M5J 2Y2,CANADA,'AT261090005000010900672'
17 Apr 2026,17 Apr 2026,2403384 ONTARIO LIMITED CALEDON,11.07,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT261070006000010723206'
17 Apr 2026,19 Apr 2026,CHARLIE'S TEA (YONGE..  NORTH YORK,18.74,,,,,CHARLIE'S TEA (YONGE..  NORTH YORK,5 2 NORTHTOWN WAYUNIT,"NORTH YORK
ON",M2N 7A1,CANADA,'AT261090005000010874375'
17 Apr 2026,17 Apr 2026,NETFLIX.COM             866-716-0414,9.03,,,,,NETFLIX.COM             866-716-0414,"1200 WATERFRONT CTR
200 BURRARD ST","VANCOUER
BC",V7X 1T2,CANADA,'AT261070006000010729784'
17 Apr 2026,18 Apr 2026,NEW WOK NEW WOK         TORONTO,18.02,,,,,NEW WOK NEW WOK         TORONTO,100 KING ST WEST,"TORONTO
ON",M5X 2A1,CANADA,'AT261080006000010767678'
16 Apr 2026,16 Apr 2026,2403384 ONTARIO LIMITED CALEDON,14.67,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT261060006000010743588'
16 Apr 2026,17 Apr 2026,FRESHII- JARVIS AND QUE TORONTO,19.20,,,,,FRESHII- JARVIS AND QUE TORONTO,"12 RICHARDSON ST
UNIT 4","TORONTO
ON",M5A 4J9,CANADA,'AT261070006000010706656'
15 Apr 2026,15 Apr 2026,2403384 ONTARIO LIMITED CALEDON,12.54,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT261050006000010711776'
15 Apr 2026,16 Apr 2026,D J*WSJ                 800-568-7625,4.52,,,,,D J*WSJ                 800-568-7625,1211 AVE OF THE AMERICAS FL 7,"NEW YORK
NY",10036,UNITED STATES,'AT261060006000010723357'
15 Apr 2026,16 Apr 2026,FRESHII 1559-77 WELLESL TORONTO,19.75,,,,,FRESHII 1559-77 WELLESL TORONTO,"77 WELLESLEY ST
EAST","TORONTO
ON",M4Y 1H7,CANADA,'AT261060006000010701400'
14 Apr 2026,14 Apr 2026,2403384 ONTARIO LIMITED CALEDON,12.54,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT261040006000010696133'
14 Apr 2026,15 Apr 2026,FRESHII 1559-77 WELLESL TORONTO,15.24,,,,,FRESHII 1559-77 WELLESL TORONTO,"77 WELLESLEY ST
EAST","TORONTO
ON",M4Y 1H7,CANADA,'AT261050006000010690145'
13 Apr 2026,13 Apr 2026,2403384 ONTARIO LIMITED CALEDON,12.54,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT261030006000010681393'
13 Apr 2026,14 Apr 2026,AMZN MKTP CA*B752G25M1  866-216-1072,33.89,,,,,AMZN MKTP CA*B752G25M1  866-216-1072,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT261040006000010690688'
13 Apr 2026,14 Apr 2026,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,31.64,,,,,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,548 MARKET ST,"SAN FRANCISCO
CA",94107,UNITED STATES,'AT261040006000010671119'
13 Apr 2026,14 Apr 2026,MY DOSA PLACE 001       TORONTO,7.33,,,,,MY DOSA PLACE 001       TORONTO,"12 QUEENS QUAY
UNIT 106","TORONTO
ON",M5J 2V7,CANADA,'AT261040006000010667800'
13 Apr 2026,14 Apr 2026,SECURITY NATIONAL INSU  MONTREAL,193.08,,,,,SECURITY NATIONAL INSU  MONTREAL,"50 PL CREMAZIE
12TH FLOOR","MONTREAL
QC",H2P 1B6,CANADA,'AT261040006000010689067'
13 Apr 2026,14 Apr 2026,SHAWARMA WEST 001       TORONTO,20.33,,,,,SHAWARMA WEST 001       TORONTO,8 YORK ST,"TORONTO
ON",M5J 2Y2,CANADA,'AT261040006000010683881'
13 Apr 2026,14 Apr 2026,TIM HORTONS #3143       TORONTO,9.70,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT261040006000010685676'
12 Apr 2026,12 Apr 2026,CURSOR USAGE  MAR       SAN FRANCISCO,26.02,18.34 USD,,1.41876,,CURSOR USAGE  MAR       SAN FRANCISCO,"2261 MARKET ST
STE 86466","SAN FRANCISCO
CA",94114,UNITED STATES,'AT261020006000010849576'
11 Apr 2026,13 Apr 2026,REXALL PHARMACY #8141 T TORONTO,67.78,,,,,REXALL PHARMACY #8141 T TORONTO,"UNIT 120
250 UNIVERSITY AVE","TORONTO
ON",M5H 3E5,CANADA,'AT261030006000010706720'
10 Apr 2026,10 Apr 2026,2403384 ONTARIO LIMITED CALEDON,12.54,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT261000006000010708152'
10 Apr 2026,10 Apr 2026,"CURSOR, AI POWERED IDE  SAN FRANCISCO",32.11,22.60 USD,,1.4208,,"CURSOR, AI POWERED IDE  SAN FRANCISCO","2261 MARKET ST
STE 86466","SAN FRANCISCO
CA",94114,UNITED STATES,'AT261000006000010717990'
10 Apr 2026,12 Apr 2026,MY DOSA PLACE 001       TORONTO,7.33,,,,,MY DOSA PLACE 001       TORONTO,"12 QUEENS QUAY
UNIT 106","TORONTO
ON",M5J 2V7,CANADA,'AT261020006000010881779'
10 Apr 2026,11 Apr 2026,RABBA FINE FOODS #171   TORONTO,20.25,,,,,RABBA FINE FOODS #171   TORONTO,126 SIMCOE ST,"TORONTO
ON",M5H 4E6,CANADA,'AT261010006000010785797'
10 Apr 2026,11 Apr 2026,SHAWARMA WEST 001       TORONTO,20.33,,,,,SHAWARMA WEST 001       TORONTO,8 YORK ST,"TORONTO
ON",M5J 2Y2,CANADA,'AT261010006000010750364'
09 Apr 2026,10 Apr 2026,Montfort Mediterranean  BURLINGTON,31.51,,,,,Montfort Mediterranean  BURLINGTON,796 BRANT ST,"BURLINGTON
ON",L7L 5Y6,CANADA,'AT261000006000010698002'
09 Apr 2026,11 Apr 2026,SHELL C02536            MISSISSAUGA,86.27,,,,,SHELL C02536            MISSISSAUGA,"400 4TH AVE SOUTHWEST RM
SC 24","CALGARY
AB",T2P 2H5,CANADA,'AT261010006000010796498'
09 Apr 2026,10 Apr 2026,SQUARE ONE INSURANCE S  VANCOUVER,17.44,,,,,SQUARE ONE INSURANCE S  VANCOUVER,"650 WEST GEORGIA ST
SUITE 1410","VANCOUVER
BC",V6B 4N8,CANADA,'AT261000006000010746891'
08 Apr 2026,09 Apr 2026,KFC # 1587 KFC # 1587   SIMCOE,12.98,,,,,KFC # 1587 KFC # 1587   SIMCOE,"154 QUEENSWAY
EAST","SIMCOE
ON",N3Y 0A8,CANADA,'AT260990006000010694145'
